Region,Notes,Location code,Type of data,Year,Numero de Migrantes,Género
   Cayman Islands*,19,136,C R,1990.2,4728,Mujeres
   Cuba,0,192,B,1990.2,17277,Mujeres
   Curaçao*,20,531,B R,1990.2,0,Mujeres
   Dominica,0,212,B,1990.2,1210,Mujeres
   Dominican Republic,0,214,B R,1990.2,109474,Mujeres
   Grenada,0,308,B,1990.2,2157,Mujeres
   Guadeloupe*,21,312,B,1990.2,33226,Mujeres
   Haiti,0,332,B R,1990.2,8478,Mujeres
   Jamaica,0,388,B R,1990.2,10494,Mujeres
   Martinique*,22,474,B R,1990.2,19614,Mujeres
   Montserrat*,23,500,B,1990.2,984,Mujeres
   Puerto Rico*,24,630,B,1990.2,168555,Mujeres
   Saint Barthélemy*,0,652,0,1990.2,0,Mujeres
   Saint Kitts and Nevis,0,659,B R,1990.2,1568,Mujeres
   Saint Lucia,0,662,B R,1990.2,2687,Mujeres
   Saint Martin (French part)*,0,663,0,1990.2,0,Mujeres
   Saint Vincent and the Grenadines,0,670,B R,1990.2,2042,Mujeres
   Sint Maarten (Dutch part)*,25,534,B R,1990.2,0,Mujeres
   Trinidad and Tobago,0,780,B R,1990.2,27138,Mujeres
   Turks and Caicos Islands*,26,796,B R,1990.2,2442,Mujeres
   United States Virgin Islands*,27,850,B,1990.2,27146,Mujeres
  Central America,0,916,0,1990.2,926578,Mujeres
   Belize,0,84,B R ,1990.2,14011,Mujeres
   Costa Rica,0,188,B R,1990.2,205455,Mujeres
   El Salvador,0,222,B R,1990.2,25142,Mujeres
   Guatemala,0,320,B R,1990.2,151642,Mujeres
   Honduras,0,340,B R,1990.2,132850,Mujeres
   Mexico,0,484,B R,1990.2,347321,Mujeres
   Nicaragua,0,558,B R,1990.2,20561,Mujeres
   Panama,0,591,B R,1990.2,29596,Mujeres
  South America,0,931,0,1990.2,2135065,Mujeres
   Argentina,0,32,B R,1990.2,861789,Mujeres
   Bolivia (Plurinational State of),0,68,B R,1990.2,36209,Mujeres
   Brazil,0,76,B R,1990.2,372370,Mujeres
   Chile,0,152,B,1990.2,52954,Mujeres
   Colombia,0,170,B,1990.2,51168,Mujeres
   Ecuador,0,218,B R,1990.2,40132,Mujeres
   Falkland Islands (Malvinas)*,28,238,B,1990.2,367,Mujeres
   French Guiana*,29,254,B R,1990.2,28769,Mujeres
   Guyana,0,328,B R,1990.2,1895,Mujeres
   Paraguay,0,600,B R,1990.2,93068,Mujeres
   Peru,0,604,B R,1990.2,28312,Mujeres
   Suriname,0,740,C R,1990.2,8316,Mujeres
   Uruguay,0,858,B R,1990.2,52286,Mujeres
   Venezuela (Bolivarian Republic of),0,862,B R,1990.2,507430,Mujeres
 NORTHERN AMERICA,0,905,0,1990.2,14113182,Mujeres
   Bermuda*,30,60,B,1990.2,8126,Mujeres
   Canada,0,124,B,1990.2,2223666,Mujeres
   Greenland*,31,304,B,1990.2,2810,Mujeres
   Saint Pierre and Miquelon*,32,666,B,1990.2,539,Mujeres
   United States of America*,33,840,B,1990.2,11878041,Mujeres
 OCEANIA ,0,909,0,1990.2,2316281,Mujeres
  Australia and New Zealand,0,927,0,1990.2,2201841,Mujeres
   Australia*,0,36,B,1990.2,1942017,Mujeres
   New Zealand*,34,554,B,1990.2,259824,Mujeres
  Melanesia,0,928,0,1990.2,40488,Mujeres
   Fiji,0,242,B R,1990.2,6436,Mujeres
   New Caledonia*,0,540,B,1990.2,16788,Mujeres
   Papua New Guinea,0,598,C R,1990.2,14348,Mujeres
   Solomon Islands,0,90,B R,1990.2,1877,Mujeres
   Vanuatu,0,548,B R,1990.2,1039,Mujeres
  Micronesia,0,954,0,1990.2,48111,Mujeres
   Guam*,35,316,B,1990.2,30391,Mujeres
   Kiribati,0,296,B,1990.2,1055,Mujeres
   Marshall Islands,0,584,B,1990.2,437,Mujeres
   Micronesia (Fed. States of),0,583,B,1990.2,1586,Mujeres
   Nauru,0,520,C R,1990.2,1309,Mujeres
   Northern Mariana Islands*,36,580,B,1990.2,12332,Mujeres
   Palau,0,585,B,1990.2,1001,Mujeres
  Polynesia*,0,957,0,1990.2,25841,Mujeres
   American Samoa*,0,16,B,1990.2,10108,Mujeres
   Cook Islands*,37,184,B R,1990.2,1144,Mujeres
   French Polynesia*,38,258,B R,1990.2,10386,Mujeres
   Niue*,39,570,B,1990.2,216,Mujeres
   Samoa,0,882,B R,1990.2,1586,Mujeres
   Tokelau*,40,772,B R,1990.2,164,Mujeres
   Tonga,0,776,B R,1990.2,1423,Mujeres
   Tuvalu,0,798,C,1990.2,138,Mujeres
   Wallis and Futuna Islands*,41,876,B R,1990.2,676,Mujeres
 AFRICA,0,903,0,1995.2,7737176,Mujeres
  Eastern Africa,0,910,0,1995.2,2413817,Mujeres
   Burundi,0,108,B R,1995.2,130688,Mujeres
   Comoros,0,174,B,1995.2,7325,Mujeres
   Djibouti,0,262,B R,1995.2,47298,Mujeres
   Eritrea,0,232,I R,1995.2,5858,Mujeres
   Ethiopia,0,231,B R,1995.2,382787,Mujeres
   Kenya,0,404,B R,1995.2,296556,Mujeres
   Madagascar,0,450,C R,1995.2,9276,Mujeres
   Malawi,0,454,B R,1995.2,125426,Mujeres
   Mauritius*,0,480,C,1995.2,4265,Mujeres
   Mayotte*,1,175,B R,1995.2,11637,Mujeres
   Mozambique,0,508,B R,1995.2,77046,Mujeres
   Réunion*,2,638,B,1995.2,36449,Mujeres
   Rwanda,0,646,B R,1995.2,105952,Mujeres
   Seychelles,0,690,B,1995.2,2127,Mujeres
   Somalia,0,706,I R,1995.2,9245,Mujeres
   South Sudan,0,728,B R,1995.2,0,Mujeres
   Uganda,0,800,B R,1995.2,298706,Mujeres
   United Republic of Tanzania*,0,834,B R,1995.2,558954,Mujeres
   Zambia,0,894,B R,1995.2,119009,Mujeres
   Zimbabwe,0,716,B R,1995.2,185213,Mujeres
  Middle Africa,0,911,0,1995.2,1307038,Mujeres
   Angola,0,24,B R,1995.2,19058,Mujeres
   Cameroon,0,120,B R,1995.2,110846,Mujeres
   Central African Republic,0,140,C R,1995.2,46737,Mujeres
   Chad,0,148,B R,1995.2,41286,Mujeres
   Congo,0,178,B R,1995.2,95813,Mujeres
   Democratic Republic of the Congo,0,180,B R,1995.2,915584,Mujeres
   Equatorial Guinea,0,226,C,1995.2,1699,Mujeres
   Gabon,0,266,C R,1995.2,73627,Mujeres
   Sao Tome and Principe,0,678,C,1995.2,2388,Mujeres
  Northern Africa,0,912,0,1995.2,975832,Mujeres
   Algeria,0,12,B R,1995.2,118336,Mujeres
   Egypt,0,818,B R,1995.2,78410,Mujeres
   Libya,0,434,C R,1995.2,207135,Mujeres
   Morocco,0,504,C R,1995.2,24096,Mujeres
   Sudan,3,729,B R,1995.2,527695,Mujeres
   Tunisia,0,788,C R,1995.2,18822,Mujeres
   Western Sahara,0,732,I,1995.2,1338,Mujeres
  Southern Africa,0,913,0,1995.2,483270,Mujeres
   Botswana,0,72,B R,1995.2,16651,Mujeres
   Eswatini,0,748,B R,1995.2,16456,Mujeres
   Lesotho,0,426,C R,1995.2,3377,Mujeres
   Namibia,0,516,B R,1995.2,54062,Mujeres
   South Africa,0,710,B R,1995.2,392724,Mujeres
  Western Africa,0,914,0,1995.2,2557219,Mujeres
   Benin,0,204,C B R,1995.2,49399,Mujeres
   Burkina Faso,0,854,B R,1995.2,240948,Mujeres
   Cabo Verde,0,132,B R,1995.2,4888,Mujeres
   Côte d'Ivoire,0,384,C B R,1995.2,925684,Mujeres
   Gambia,0,270,B R,1995.2,68842,Mujeres
   Ghana,0,288,B R,1995.2,125456,Mujeres
   Guinea,0,324,C B R,1995.2,387968,Mujeres
   Guinea-Bissau,0,624,B R,1995.2,14128,Mujeres
   Liberia,0,430,B R,1995.2,96916,Mujeres
   Mali,0,466,B R,1995.2,85316,Mujeres
   Mauritania,0,478,C R,1995.2,42547,Mujeres
   Niger,0,562,B R,1995.2,76248,Mujeres
   Nigeria,0,566,C R,1995.2,204908,Mujeres
   Saint Helena*,4,654,C,1995.2,47,Mujeres
   Senegal,0,686,B R,1995.2,140489,Mujeres
   Sierra Leone,0,694,B R,1995.2,42579,Mujeres
   Togo,0,768,C R,1995.2,50856,Mujeres
 ASIA,0,935,0,1995.2,21642121,Mujeres
  Central Asia,0,5500,0,1995.2,3249196,Mujeres
   Kazakhstan,0,398,B R,1995.2,1754513,Mujeres
   Kyrgyzstan,0,417,B R,1995.2,301700,Mujeres
   Tajikistan,0,762,B R,1995.2,196453,Mujeres
   Turkmenistan,0,795,B R,1995.2,141443,Mujeres
   Uzbekistan,0,860,B R,1995.2,855087,Mujeres
  Eastern Asia,0,906,0,1995.2,2365493,Mujeres
   China*,0,156,C,1995.2,219180,Mujeres
"   China, Hong Kong SAR*",0,344,B R,1995.2,1268711,Mujeres
"   China, Macao SAR*",0,446,B,1995.2,121269,Mujeres
"   China, Taiwan Province of China*",0,158,0,1995.2,0,Mujeres
   Dem. People's Republic of Korea,0,408,I,1995.2,17581,Mujeres
   Japan,0,392,C,1995.2,682159,Mujeres
   Mongolia,0,496,C R,1995.2,3465,Mujeres
   Republic of Korea,0,410,C R,1995.2,53128,Mujeres
  South-Eastern Asia,0,920,0,1995.2,1783437,Mujeres
   Brunei Darussalam,0,96,B,1995.2,36916,Mujeres
   Cambodia,0,116,B R,1995.2,46869,Mujeres
   Indonesia,0,360,B R,1995.2,187360,Mujeres
   Lao People's Democratic Republic,0,418,C R,1995.2,11327,Mujeres
   Malaysia*,0,458,C R,1995.2,402404,Mujeres
   Myanmar,0,104,C,1995.2,52174,Mujeres
   Philippines,0,608,C R,1995.2,99821,Mujeres
   Singapore,0,702,B,1995.2,535081,Mujeres
   Thailand,0,764,B R,1995.2,383430,Mujeres
   Timor-Leste,0,626,B R,1995.2,4980,Mujeres
   Viet Nam,0,704,C R,1995.2,23075,Mujeres
  Southern Asia,0,5501,0,1995.2,7355472,Mujeres
   Afghanistan,0,4,B R,1995.2,32417,Mujeres
   Bangladesh,0,50,B R,1995.2,430746,Mujeres
   Bhutan,0,64,B,1995.2,5168,Mujeres
   India,0,356,B R,1995.2,3343260,Mujeres
   Iran (Islamic Republic of),0,364,C R,1995.2,1325240,Mujeres
   Maldives,0,462,C,1995.2,9267,Mujeres
   Nepal,0,524,B R,1995.2,473137,Mujeres
   Pakistan,0,586,B R,1995.2,1718085,Mujeres
   Sri Lanka,0,144,B R,1995.2,18152,Mujeres
  Western Asia,0,922,0,1995.2,6888523,Mujeres
   Armenia,0,51,B R,1995.2,409004,Mujeres
   Azerbaijan*,0,31,B R,1995.2,194561,Mujeres
   Bahrain,0,48,C R,1995.2,61752,Mujeres
   Cyprus*,0,196,B,1995.2,34337,Mujeres
   Georgia*,0,268,B R,1995.2,85592,Mujeres
   Iraq,0,368,C R,1995.2,84639,Mujeres
   Israel,0,376,B R,1995.2,961855,Mujeres
   Jordan,0,400,C R,1995.2,752372,Mujeres
   Kuwait,0,414,C R,1995.2,330502,Mujeres
   Lebanon,0,422,B R,1995.2,297690,Mujeres
   Oman,0,512,C R,1995.2,122199,Mujeres
   Qatar,0,634,C,1995.2,91701,Mujeres
   Saudi Arabia,0,682,C R,1995.2,1706217,Mujeres
   State of Palestine*,5,275,B,1995.2,153439,Mujeres
   Syrian Arab Republic,0,760,C R,1995.2,407495,Mujeres
   Turkey,0,792,B R,1995.2,622235,Mujeres
   United Arab Emirates,0,784,C R,1995.2,514250,Mujeres
   Yemen,0,887,C R,1995.2,58683,Mujeres
 EUROPE,0,908,0,1995.2,27576826,Mujeres
  Eastern Europe,0,923,0,1995.2,11331040,Mujeres
   Belarus,0,112,B,1995.2,642975,Mujeres
   Bulgaria,0,100,B,1995.2,18793,Mujeres
   Czechia,0,203,C,1995.2,77276,Mujeres
   Hungary,0,348,B,1995.2,175032,Mujeres
   Poland,0,616,B,1995.2,560676,Mujeres
   Republic of Moldova*,0,498,B,1995.2,211934,Mujeres
   Romania,0,642,B,1995.2,74594,Mujeres
   Russian Federation,0,643,B,1995.2,6003475,Mujeres
   Slovakia,0,703,B,1995.2,38792,Mujeres
   Ukraine*,0,804,B,1995.2,3527493,Mujeres
  Northern Europe,0,924,0,1995.2,3790650,Mujeres
   Channel Islands*,6,830,B,1995.2,32051,Mujeres
   Denmark*,7,208,B,1995.2,155914,Mujeres
   Estonia,0,233,B,1995.2,179487,Mujeres
   Faroe Islands*,8,234,B,1995.2,1325,Mujeres
   Finland*,0,246,B,1995.2,50154,Mujeres
   Iceland,0,352,B,1995.2,7011,Mujeres
   Ireland,0,372,B,1995.2,118808,Mujeres
   Isle of Man*,9,833,B,1995.2,19338,Mujeres
   Latvia,0,428,B,1995.2,303877,Mujeres
   Lithuania,0,440,B,1995.2,144946,Mujeres
   Norway*,0,578,B,1995.2,116080,Mujeres
   Sweden,0,752,B,1995.2,485077,Mujeres
   United Kingdom*,10,826,B,1995.2,2176582,Mujeres
  Southern Europe,0,925,0,1995.2,3270535,Mujeres
   Albania,0,8,B,1995.2,38070,Mujeres
   Andorra,0,20,C,1995.2,20618,Mujeres
   Bosnia and Herzegovina,0,70,I R,1995.2,36361,Mujeres
   Croatia,0,191,B,1995.2,358352,Mujeres
   Gibraltar*,11,292,B,1995.2,4185,Mujeres
   Greece,0,300,B,1995.2,412846,Mujeres
   Holy See*,0,336,I,1995.2,399,Mujeres
   Italy,0,380,B,1995.2,965401,Mujeres
   Malta,0,470,B,1995.2,9374,Mujeres
   Montenegro,0,499,B,1995.2,0,Mujeres
   North Macedonia,0,807,B,1995.2,63762,Mujeres
   Portugal,0,620,B,1995.2,273485,Mujeres
   San Marino,0,674,C,1995.2,1719,Mujeres
   Serbia*,0,688,B,1995.2,480846,Mujeres
   Slovenia,0,705,B,1995.2,84164,Mujeres
   Spain*,0,724,B,1995.2,520953,Mujeres
  Western Europe,0,926,0,1995.2,9184601,Mujeres
   Austria,0,40,B,1995.2,471591,Mujeres
   Belgium,0,56,B,1995.2,636215,Mujeres
   France*,12,250,B,1995.2,3041910,Mujeres
   Germany,0,276,B,1995.2,3566009,Mujeres
   Liechtenstein,0,438,B,1995.2,6243,Mujeres
   Luxembourg,0,442,B,1995.2,63814,Mujeres
   Monaco,0,492,B,1995.2,11105,Mujeres
   Netherlands*,13,528,B,1995.2,677928,Mujeres
   Switzerland,0,756,B,1995.2,709786,Mujeres
 LATIN AMERICA AND THE CARIBBEAN,0,904,0,1995.2,3326324,Mujeres
  Caribbean,0,915,0,1995.2,539446,Mujeres
   Anguilla*,14,660,B R,1995.2,1733,Mujeres
   Antigua and Barbuda,0,28,B R,1995.2,9504,Mujeres
   Aruba*,15,533,B R,1995.2,12300,Mujeres
   Bahamas,0,44,B R,1995.2,15034,Mujeres
   Barbados,0,52,B R,1995.2,14989,Mujeres
"   Bonaire, Sint Eustatius and Saba*",16,535,B,1995.2,0,Mujeres
   British Virgin Islands*,18,92,B R,1995.2,5012,Mujeres
   Cayman Islands*,19,136,C R,1995.2,6327,Mujeres
   Cuba,0,192,B,1995.2,13628,Mujeres
   Curaçao*,20,531,B R,1995.2,0,Mujeres
   Dominica,0,212,B,1995.2,1498,Mujeres
   Dominican Republic,0,214,B R,1995.2,124539,Mujeres
   Grenada,0,308,B,1995.2,2798,Mujeres
   Guadeloupe*,21,312,B,1995.2,38318,Mujeres
   Haiti,0,332,B R,1995.2,8053,Mujeres
   Jamaica,0,388,B R,1995.2,11471,Mujeres
   Martinique*,22,474,B R,1995.2,24328,Mujeres
   Montserrat*,23,500,B,1995.2,787,Mujeres
   Puerto Rico*,24,630,B,1995.2,177328,Mujeres
   Saint Barthélemy*,0,652,0,1995.2,0,Mujeres
   Saint Kitts and Nevis,0,659,B R,1995.2,2052,Mujeres
   Saint Lucia,0,662,B R,1995.2,3592,Mujeres
   Saint Martin (French part)*,0,663,0,1995.2,0,Mujeres
   Saint Vincent and the Grenadines,0,670,B R,1995.2,2124,Mujeres
   Sint Maarten (Dutch part)*,25,534,B R,1995.2,0,Mujeres
   Trinidad and Tobago,0,780,B R,1995.2,24691,Mujeres
   Turks and Caicos Islands*,26,796,B R,1995.2,3396,Mujeres
   United States Virgin Islands*,27,850,B,1995.2,28481,Mujeres
  Central America,0,916,0,1995.2,655672,Mujeres
   Belize,0,84,B R ,1995.2,15934,Mujeres
   Costa Rica,0,188,B R,1995.2,179802,Mujeres
   El Salvador,0,222,B R,1995.2,20973,Mujeres
   Guatemala,0,320,B R,1995.2,89275,Mujeres
   Honduras,0,340,B R,1995.2,73365,Mujeres
   Mexico,0,484,B R,1995.2,228960,Mujeres
   Nicaragua,0,558,B R,1995.2,13255,Mujeres
   Panama,0,591,B R,1995.2,34108,Mujeres
  South America,0,931,0,1995.2,2131206,Mujeres
   Argentina,0,32,B R,1995.2,842042,Mujeres
   Bolivia (Plurinational State of),0,68,B R,1995.2,40792,Mujeres
   Brazil,0,76,B R,1995.2,345405,Mujeres
   Chile,0,152,B,1995.2,72785,Mujeres
   Colombia,0,170,B,1995.2,52277,Mujeres
   Ecuador,0,218,B R,1995.2,57214,Mujeres
   Falkland Islands (Malvinas)*,28,238,B,1995.2,358,Mujeres
   French Guiana*,29,254,B R,1995.2,33262,Mujeres
   Guyana,0,328,B R,1995.2,2947,Mujeres
   Paraguay,0,600,B R,1995.2,88701,Mujeres
   Peru,0,604,B R,1995.2,28670,Mujeres
   Suriname,0,740,C R,1995.2,10229,Mujeres
   Uruguay,0,858,B R,1995.2,50001,Mujeres
   Venezuela (Bolivarian Republic of),0,862,B R,1995.2,506523,Mujeres
 NORTHERN AMERICA,0,905,0,1995.2,16939083,Mujeres
   Bermuda*,30,60,B,1995.2,8632,Mujeres
   Canada,0,124,B,1995.2,2508673,Mujeres
   Greenland*,31,304,B,1995.2,2246,Mujeres
   Saint Pierre and Miquelon*,32,666,B,1995.2,638,Mujeres
   United States of America*,33,840,B,1995.2,14418894,Mujeres
 OCEANIA ,0,909,0,1995.2,2486945,Mujeres
  Australia and New Zealand,0,927,0,1995.2,2359437,Mujeres
   Australia*,0,36,B,1995.2,2060050,Mujeres
   New Zealand*,34,554,B,1995.2,299387,Mujeres
  Melanesia,0,928,0,1995.2,42739,Mujeres
   Fiji,0,242,B R,1995.2,6275,Mujeres
   New Caledonia*,0,540,B,1995.2,19754,Mujeres
   Papua New Guinea,0,598,C R,1995.2,13694,Mujeres
   Solomon Islands,0,90,B R,1995.2,1850,Mujeres
   Vanuatu,0,548,B R,1995.2,1166,Mujeres
  Micronesia,0,954,0,1995.2,55641,Mujeres
   Guam*,35,316,B,1995.2,33090,Mujeres
   Kiribati,0,296,B,1995.2,1084,Mujeres
   Marshall Islands,0,584,B,1995.2,564,Mujeres
   Micronesia (Fed. States of),0,583,B,1995.2,1223,Mujeres
   Nauru,0,520,C R,1995.2,1210,Mujeres
   Northern Mariana Islands*,36,580,B,1995.2,16529,Mujeres
   Palau,0,585,B,1995.2,1941,Mujeres
  Polynesia*,0,957,0,1995.2,29128,Mujeres
   American Samoa*,0,16,B,1995.2,11061,Mujeres
   Cook Islands*,37,184,B R,1995.2,1189,Mujeres
   French Polynesia*,38,258,B R,1995.2,11671,Mujeres
   Niue*,39,570,B,1995.2,223,Mujeres
   Samoa,0,882,B R,1995.2,2243,Mujeres
   Tokelau*,40,772,B R,1995.2,238,Mujeres
   Tonga,0,776,B R,1995.2,1556,Mujeres
   Tuvalu,0,798,C,1995.2,115,Mujeres
   Wallis and Futuna Islands*,41,876,B R,1995.2,832,Mujeres
 AFRICA,0,903,0,2000.2,7054986,Mujeres
  Eastern Africa,0,910,0,2000.2,2363214,Mujeres
   Burundi,0,108,B R,2000.2,64534,Mujeres
   Comoros,0,174,B,2000.2,7288,Mujeres
   Djibouti,0,262,B R,2000.2,47587,Mujeres
   Eritrea,0,232,I R,2000.2,6096,Mujeres
   Ethiopia,0,231,B R,2000.2,289165,Mujeres
   Kenya,0,404,B R,2000.2,354919,Mujeres
   Madagascar,0,450,C R,2000.2,10265,Mujeres
   Malawi,0,454,B R,2000.2,121090,Mujeres
   Mauritius*,0,480,C,2000.2,9838,Mujeres
   Mayotte*,1,175,B R,2000.2,21928,Mujeres
   Mozambique,0,508,B R,2000.2,92527,Mujeres
   Réunion*,2,638,B,2000.2,48414,Mujeres
   Rwanda,0,646,B R,2000.2,171335,Mujeres
   Seychelles,0,690,B,2000.2,2737,Mujeres
   Somalia,0,706,I R,2000.2,9469,Mujeres
   South Sudan,0,728,B R,2000.2,0,Mujeres
   Uganda,0,800,B R,2000.2,293421,Mujeres
   United Republic of Tanzania*,0,834,B R,2000.2,467784,Mujeres
   Zambia,0,894,B R,2000.2,168589,Mujeres
   Zimbabwe,0,716,B R,2000.2,176228,Mujeres
  Middle Africa,0,911,0,2000.2,860019,Mujeres
   Angola,0,24,B R,2000.2,22741,Mujeres
   Cameroon,0,120,B R,2000.2,103234,Mujeres
   Central African Republic,0,140,C R,2000.2,57893,Mujeres
   Chad,0,148,B R,2000.2,48362,Mujeres
   Congo,0,178,B R,2000.2,152773,Mujeres
   Democratic Republic of the Congo,0,180,B R,2000.2,379295,Mujeres
   Equatorial Guinea,0,226,C,2000.2,2123,Mujeres
   Gabon,0,266,C R,2000.2,91445,Mujeres
   Sao Tome and Principe,0,678,C,2000.2,2153,Mujeres
  Northern Africa,0,912,0,2000.2,843749,Mujeres
   Algeria,0,12,B R,2000.2,112952,Mujeres
   Egypt,0,818,B R,2000.2,86550,Mujeres
   Libya,0,434,C R,2000.2,198486,Mujeres
   Morocco,0,504,C R,2000.2,25801,Mujeres
   Sudan,3,729,B R,2000.2,400468,Mujeres
   Tunisia,0,788,C R,2000.2,18040,Mujeres
   Western Sahara,0,732,I,2000.2,1452,Mujeres
  Southern Africa,0,913,0,2000.2,521843,Mujeres
   Botswana,0,72,B R,2000.2,31094,Mujeres
   Eswatini,0,748,B R,2000.2,16163,Mujeres
   Lesotho,0,426,C R,2000.2,2832,Mujeres
   Namibia,0,516,B R,2000.2,62393,Mujeres
   South Africa,0,710,B R,2000.2,409361,Mujeres
  Western Africa,0,914,0,2000.2,2466161,Mujeres
   Benin,0,204,C B R,2000.2,62465,Mujeres
   Burkina Faso,0,854,B R,2000.2,269808,Mujeres
   Cabo Verde,0,132,B R,2000.2,5274,Mujeres
   Côte d'Ivoire,0,384,C B R,2000.2,965148,Mujeres
   Gambia,0,270,B R,2000.2,85376,Mujeres
   Ghana,0,288,B R,2000.2,94322,Mujeres
   Guinea,0,324,C B R,2000.2,280967,Mujeres
   Guinea-Bissau,0,624,B R,2000.2,10295,Mujeres
   Liberia,0,430,B R,2000.2,69739,Mujeres
   Mali,0,466,B R,2000.2,91723,Mujeres
   Mauritania,0,478,C R,2000.2,26203,Mujeres
   Niger,0,562,B R,2000.2,64068,Mujeres
   Nigeria,0,566,C R,2000.2,217671,Mujeres
   Saint Helena*,4,654,C,2000.2,47,Mujeres
   Senegal,0,686,B R,2000.2,110409,Mujeres
   Sierra Leone,0,694,B R,2000.2,43790,Mujeres
   Togo,0,768,C R,2000.2,68856,Mujeres
 ASIA,0,935,0,2000.2,22771840,Mujeres
  Central Asia,0,5500,0,2000.2,2861949,Mujeres
   Kazakhstan,0,398,B R,2000.2,1550614,Mujeres
   Kyrgyzstan,0,417,B R,2000.2,226897,Mujeres
   Tajikistan,0,762,B R,2000.2,167846,Mujeres
   Turkmenistan,0,795,B R,2000.2,116257,Mujeres
   Uzbekistan,0,860,B R,2000.2,800335,Mujeres
  Eastern Asia,0,906,0,2000.2,2841467,Mujeres
   China*,0,156,C,2000.2,253952,Mujeres
"   China, Hong Kong SAR*",0,344,B R,2000.2,1443493,Mujeres
"   China, Macao SAR*",0,446,B,2000.2,131400,Mujeres
"   China, Taiwan Province of China*",0,158,0,2000.2,0,Mujeres
   Dem. People's Republic of Korea,0,408,I,2000.2,18452,Mujeres
   Japan,0,392,C,2000.2,889516,Mujeres
   Mongolia,0,496,C R,2000.2,3642,Mujeres
   Republic of Korea,0,410,C R,2000.2,101012,Mujeres
  South-Eastern Asia,0,920,0,2000.2,2498832,Mujeres
   Brunei Darussalam,0,96,B,2000.2,42489,Mujeres
   Cambodia,0,116,B R,2000.2,74447,Mujeres
   Indonesia,0,360,B R,2000.2,138992,Mujeres
   Lao People's Democratic Republic,0,418,C R,2000.2,10384,Mujeres
   Malaysia*,0,458,C R,2000.2,640919,Mujeres
   Myanmar,0,104,C,2000.2,45861,Mujeres
   Philippines,0,608,C R,2000.2,156191,Mujeres
   Singapore,0,702,B,2000.2,750020,Mujeres
   Thailand,0,764,B R,2000.2,610093,Mujeres
   Timor-Leste,0,626,B R,2000.2,5507,Mujeres
   Viet Nam,0,704,C R,2000.2,23929,Mujeres
  Southern Asia,0,5501,0,2000.2,7152010,Mujeres
   Afghanistan,0,4,B R,2000.2,33069,Mujeres
   Bangladesh,0,50,B R,2000.2,455946,Mujeres
   Bhutan,0,64,B,2000.2,5937,Mujeres
   India,0,356,B R,2000.2,3107740,Mujeres
   Iran (Islamic Republic of),0,364,C R,2000.2,1111079,Mujeres
   Maldives,0,462,C,2000.2,12185,Mujeres
   Nepal,0,524,B R,2000.2,475941,Mujeres
   Pakistan,0,586,B R,2000.2,1931952,Mujeres
   Sri Lanka,0,144,B R,2000.2,18161,Mujeres
  Western Asia,0,922,0,2000.2,7417582,Mujeres
   Armenia,0,51,B R,2000.2,387730,Mujeres
   Azerbaijan*,0,31,B R,2000.2,186379,Mujeres
   Bahrain,0,48,C R,2000.2,74017,Mujeres
   Cyprus*,0,196,B,2000.2,45331,Mujeres
   Georgia*,0,268,B R,2000.2,42796,Mujeres
   Iraq,0,368,C R,2000.2,90061,Mujeres
   Israel,0,376,B R,2000.2,997597,Mujeres
   Jordan,0,400,C R,2000.2,944868,Mujeres
   Kuwait,0,414,C R,2000.2,366128,Mujeres
   Lebanon,0,422,B R,2000.2,339608,Mujeres
   Oman,0,512,C R,2000.2,135219,Mujeres
   Qatar,0,634,C,2000.2,85455,Mujeres
   Saudi Arabia,0,682,C R,2000.2,1745619,Mujeres
   State of Palestine*,5,275,B,2000.2,150647,Mujeres
   Syrian Arab Republic,0,760,C R,2000.2,406935,Mujeres
   Turkey,0,792,B R,2000.2,664956,Mujeres
   United Arab Emirates,0,784,C R,2000.2,689810,Mujeres
   Yemen,0,887,C R,2000.2,64426,Mujeres
 EUROPE,0,908,0,2000.2,29357473,Mujeres
  Eastern Europe,0,923,0,2000.2,10740499,Mujeres
   Belarus,0,112,B,2000.2,608993,Mujeres
   Bulgaria,0,100,B,2000.2,25122,Mujeres
   Czechia,0,203,C,2000.2,101562,Mujeres
   Hungary,0,348,B,2000.2,158738,Mujeres
   Poland,0,616,B,2000.2,486928,Mujeres
   Republic of Moldova*,0,498,B,2000.2,146731,Mujeres
   Romania,0,642,B,2000.2,71133,Mujeres
   Russian Federation,0,643,B,2000.2,5917446,Mujeres
   Slovakia,0,703,B,2000.2,65123,Mujeres
   Ukraine*,0,804,B,2000.2,3158723,Mujeres
  Northern Europe,0,924,0,2000.2,4189794,Mujeres
   Channel Islands*,6,830,B,2000.2,34067,Mujeres
   Denmark*,7,208,B,2000.2,191049,Mujeres
   Estonia,0,233,B,2000.2,148668,Mujeres
   Faroe Islands*,8,234,B,2000.2,1672,Mujeres
   Finland*,0,246,B,2000.2,68734,Mujeres
   Iceland,0,352,B,2000.2,8685,Mujeres
   Ireland,0,372,B,2000.2,177593,Mujeres
   Isle of Man*,9,833,B,2000.2,20277,Mujeres
   Latvia,0,428,B,2000.2,252546,Mujeres
   Lithuania,0,440,B,2000.2,113765,Mujeres
   Norway*,0,578,B,2000.2,147614,Mujeres
   Sweden,0,752,B,2000.2,523587,Mujeres
   United Kingdom*,10,826,B,2000.2,2501537,Mujeres
