Año,Country Name,Country Code,Crecimiento del PIB (anual %),Tasa de desempleo (%),"Inflación, deflactor PIB (anual %)","Homicidios intencionales (por 100,000 personas)",Muertes por conflicto (nro personas),Control de Corrupción (rango percentil),Emisiones de CO2 (kt),Esperanza de vida al nacer (años),Migración neta,Población total
2000,Virgin Islands (U.S.),VIR,0.00%,10.50%,0.00%,21.26,0,0.00,0.0,76.62,-921.0,"108,642.0"
2000,West Bank and Gaza,PSE,-8.56%,10.63%,10.44%,1.34,0,54.26,0.0,70.39,"-11,501.0","2,922,153.0"
2000,"Yemen, Rep.",YEM,6.18%,11.56%,23.55%,3.74,0,17.02,"15,030.5",62.59,"-87,753.0","18,628,700.0"
2000,Zambia,ZMB,3.90%,12.93%,32.61%,8.06,0,26.60,"1,807.2",45.23,"-5,152.0","9,891,136.0"
2000,Zimbabwe,ZWE,-3.06%,5.69%,0.63%,0.00,0,10.64,"13,578.9",44.69,"-137,321.0","11,834,676.0"
2001,Argentina,ARG,-4.41%,17.32%,-1.10%,8.35,0,0.00,"125,255.2",74.19,"-22,787.0","37,480,493.0"
2001,Australia,AUS,2.04%,6.74%,4.62%,1.80,0,0.00,"345,609.4",79.63,"113,907.0","19,274,701.0"
2001,Brazil,BRA,1.39%,10.65%,8.23%,26.91,0,0.00,"319,375.7",70.19,"3,453.0","178,211,881.0"
2001,China,CHN,8.34%,3.80%,2.05%,0.00,0,0.00,"3,529,081.3",72.61,"-485,419.0","1,271,850,000.0"
2001,France,FRA,1.98%,8.61%,2.01%,1.77,0,0.00,"376,860.3",79.16,"122,247.0","61,367,388.0"
2001,Germany,DEU,1.68%,7.77%,1.30%,1.45,0,0.00,"847,678.2",78.33,"48,500.0","82,349,925.0"
2001,India,IND,4.82%,7.96%,3.22%,4.30,"1,164",0.00,"953,537.3",63.09,"-177,306.0","1,078,970,907.0"
2001,Indonesia,IDN,3.64%,6.08%,14.30%,0.00,278,0.00,"302,055.0",66.76,"-64,261.0","217,112,437.0"
2001,Italy,ITA,1.95%,9.60%,3.03%,1.24,0,0.00,"436,571.4",80.13,"47,084.0","56,974,100.0"
2001,Japan,JPN,0.39%,5.02%,-1.08%,0.55,0,0.00,"1,172,339.5",81.42,"93,257.0","127,149,000.0"
2001,"Korea, Rep.",KOR,4.85%,3.70%,3.48%,0.87,0,0.00,"456,674.0",76.41,"-26,859.0","47,370,164.0"
2001,Mexico,MEX,-0.40%,2.63%,6.04%,10.35,0,0.00,"378,830.6",73.87,"-348,349.0","99,394,288.0"
2001,Netherlands,NLD,2.33%,2.12%,4.18%,1.26,0,0.00,"167,116.1",78.19,"17,665.0","16,046,180.0"
2001,Russian Federation,RUS,5.10%,8.98%,16.48%,29.35,791,0.00,"1,567,172.0",65.38,"287,206.0","145,976,482.0"
2001,Saudi Arabia,SAU,-1.21%,4.62%,-1.65%,1.04,0,0.00,"254,084.2",72.97,"19,616.0","22,085,929.0"
2001,Spain,ESP,3.93%,10.35%,4.11%,1.41,0,0.00,"294,786.8",79.37,"185,594.0","40,850,412.0"
2001,Switzerland,CHE,1.58%,2.49%,0.97%,1.19,0,0.00,"45,154.7",80.18,"35,173.0","7,229,854.0"
2001,Turkiye,TUR,-5.75%,8.38%,52.98%,0.00,103,0.00,"197,771.1",72.23,"-64,004.0","65,072,018.0"
2001,United Kingdom,GBR,2.16%,4.70%,1.82%,1.63,0,0.00,"545,262.2",77.99,"186,701.0","59,119,673.0"
2001,United States,USA,0.95%,4.73%,2.25%,6.67,233,0.00,"5,748,261.8",76.84,"1,335,725.0","284,968,955.0"
2001,Afghanistan,AFG,0.00%,8.04%,0.00%,0.00,"5,055",0.00,"1,088.638",55.80,"-192,286.0","19,688,632.0"
2001,Albania,ALB,8.29%,18.57%,3.81%,6.98,0,0.00,"3,234.2",75.64,"-62,059.0","3,060,173.0"
2001,Algeria,DZA,3.00%,27.30%,-0.47%,0.00,642,0.00,"78,645.5",70.82,"-25,798.0","31,200,985.0"
2001,American Samoa,ASM,0.00%,0.00%,0.00%,1.71,0,0.00,0.0,0.00,"-1,503.0","58,324.0"
2001,Andorra,AND,8.12%,0.00%,3.08%,0.00,0,0.00,523.952,0.00,"2,690.0","67,820.0"
2001,Angola,AGO,4.21%,4.12%,106.35%,0.00,"1,123",0.00,"15,955.9",46.59,"56,959.0","16,941,587.0"
2001,Antigua and Barbuda,ATG,-4.55%,0.00%,1.48%,9.18,0,0.00,321.9,75.08,148.0,"76,215.0"
2001,Armenia,ARM,9.60%,10.93%,4.03%,2.81,0,0.00,"3,602.0",70.93,"-44,486.0","3,133,133.0"
2001,Aruba,ABW,4.20%,0.00%,-2.82%,4.41,0,0.00,0.0,73.65,560.0,"90,691.0"
2001,Austria,AUT,1.27%,4.01%,1.95%,0.87,0,0.00,"67,914.4",78.58,"39,173.0","8,042,293.0"
2001,Azerbaijan,AZE,9.90%,10.91%,2.52%,2.63,0,0.00,"26,397.2",65.51,"16,248.0","8,111,200.0"
2001,"Bahamas, The",BHS,2.63%,6.87%,0.35%,13.05,0,0.00,"2,034.5",72.11,293.0,"329,626.0"
2001,Bahrain,BHR,2.49%,1.14%,-3.36%,1.23,0,0.00,"16,386.32",75.91,"5,704.0","730,257.0"
2001,Bangladesh,BGD,5.08%,3.62%,3.26%,2.79,0,0.00,"25,634.5",66.14,"-347,605.0","131,670,484.0"
2001,Barbados,BRB,-2.37%,9.85%,2.26%,9.42,0,0.00,"1,216.8",74.25,-103.0,"265,377.0"
2001,Belarus,BLR,4.73%,11.54%,79.53%,9.50,0,0.00,"51,720.2",68.51,"-12,414.0","9,928,549.0"
2001,Belgium,BEL,1.10%,6.18%,1.98%,2.74,0,0.00,"118,339.8",77.97,"35,439.0","10,286,570.0"
2001,Belize,BLZ,5.04%,9.07%,-0.79%,25.80,0,0.00,481.4,68.36,"1,912.0","248,100.0"
2001,Benin,BEN,5.33%,0.77%,1.97%,0.00,0,0.00,"1,735.1",56.66,"3,730.0","7,212,041.0"
2001,Bermuda,BMU,7.22%,0.00%,-1.37%,4.86,0,0.00,0.0,79.87,-148.0,"62,504.0"
2001,Bhutan,BTN,8.35%,1.90%,5.36%,3.15,0,0.00,379.31,63.44,"5,998.0","603,234.0"
2001,Bolivia,BOL,1.68%,2.48%,1.87%,0.00,0,0.00,"7,812.9",62.84,"-16,536.0","8,746,084.0"
2001,Bosnia and Herzegovina,BIH,2.42%,26.54%,4.73%,1.95,0,0.00,"13,763.7",75.06,"9,058.0","4,194,932.0"
2001,Botswana,BWA,0.25%,18.54%,8.31%,12.09,0,0.00,"3,865.6",50.68,"7,418.0","1,761,930.0"
2001,British Virgin Islands,VGB,0.00%,0.00%,0.00%,4.84,0,0.00,0.0,73.85,451.0,"20,657.0"
2001,Brunei Darussalam,BRN,2.74%,5.69%,-5.59%,0.00,0,0.00,"4,708.8",74.28,"1,572.0","340,748.0"
2001,Bulgaria,BGR,3.82%,19.92%,6.12%,3.83,0,0.00,"46,185.6",71.77,"-8,623.0","8,009,142.0"
2001,Burkina Faso,BFA,6.61%,2.65%,3.96%,0.00,0,0.00,"1,024.23",51.07,"10,651.0","12,249,764.0"
2001,Burundi,BDI,2.06%,3.00%,13.72%,0.00,"1,182",0.00,210.2,48.43,"9,965.0","6,465,729.0"
2001,Cabo Verde,CPV,2.23%,11.17%,5.16%,0.00,0,0.00,358.5,69.93,"-3,110.0","465,958.0"
2001,Cambodia,KHM,8.15%,1.04%,2.65%,3.30,0,0.00,"2,152.6",59.97,"-4,005.0","12,338,192.0"
2001,Cameroon,CMR,4.32%,7.46%,2.47%,4.87,0,0.00,"5,156.8",53.14,"-19,204.0","15,493,253.0"
2001,Canada,CAN,1.79%,7.22%,1.66%,1.79,0,0.00,"506,615.9",79.40,"224,357.0","31,020,902.0"
2001,Cayman Islands,CYM,0.00%,0.00%,0.00%,4.87,0,0.00,0.0,0.00,"1,038.0","41,054.0"
2001,Central African Republic,CAF,4.46%,5.33%,0.43%,0.00,195,0.00,253.0,45.39,"-33,004.0","3,844,773.0"
2001,Chad,TCD,11.66%,0.80%,13.80%,0.00,226,0.00,521.7,47.85,"3,473.0","8,538,804.0"
2001,Channel Islands,CHI,0.00%,5.54%,0.00%,0.00,0,0.00,0.0,79.28,731.0,"146,044.0"
2001,Chile,CHL,3.15%,10.39%,4.28%,0.00,0,0.00,"48,425.1",76.77,"6,720.0","15,523,978.0"
2001,Colombia,COL,1.68%,15.04%,6.52%,69.88,"1,864",0.00,"59,588.3",71.50,"-27,618.0","39,837,875.0"
2001,Comoros,COM,2.33%,4.70%,8.63%,0.00,0,0.00,109.8,59.16,"-2,551.0","547,741.0"
2001,"Congo, Dem. Rep.",COD,-2.10%,2.93%,73.06%,0.00,486,0.00,"1,565.44",52.12,"26,524.0","50,106,657.0"
2001,"Congo, Rep.",COG,3.80%,20.00%,-13.93%,0.00,0,0.00,"4,243.5",54.40,-778.0,"3,254,101.0"
2001,Costa Rica,CRI,3.49%,5.92%,9.72%,6.34,0,0.00,"5,422.7",77.55,"10,960.0","4,053,222.0"
2001,Cote d'Ivoire,CIV,-2.15%,4.85%,6.88%,0.00,0,0.00,"6,494.3",50.81,"-76,730.0","17,245,468.0"
2001,Croatia,HRV,3.11%,15.82%,4.24%,1.80,0,0.00,"19,196.0",74.51,"-17,581.0","4,299,642.0"
2001,Cuba,CUB,3.19%,4.08%,0.45%,5.43,0,0.00,"27,465.1",76.42,"-22,329.0","11,139,127.0"
2001,Curacao,CUW,-0.70%,0.00%,1.79%,7.11,0,0.00,0.0,73.11,-966.0,"129,047.0"
2001,Cyprus,CYP,3.95%,3.98%,3.66%,0.73,0,0.00,"6,992.1",76.99,"12,052.0","964,830.0"
2001,Czechia,CZE,3.04%,7.99%,4.89%,1.32,0,0.00,"124,341.3",75.17,"21,486.0","10,216,605.0"
2001,Denmark,DNK,0.82%,4.16%,2.52%,0.97,0,0.00,"54,245.4",76.79,"11,934.0","5,358,783.0"
2001,Djibouti,DJI,0.00%,28.52%,0.00%,0.00,0,0.00,376.5,56.90,"7,631.0","765,490.0"
2001,Dominica,DMA,-0.06%,0.00%,2.08%,1.47,0,0.00,139.1,71.71,-603.0,"68,153.0"
2001,Dominican Republic,DOM,2.46%,7.26%,6.04%,12.63,0,0.00,"18,983.7",69.64,"-30,371.0","8,669,040.0"
2001,Ecuador,ECU,4.02%,4.25%,28.41%,12.91,0,0.00,"24,251.5",73.24,"-34,968.0","12,845,521.0"
2001,"Egypt, Arab Rep.",EGY,3.54%,9.26%,1.87%,0.00,0,0.00,"126,704.4",68.31,927.0,"72,854,261.0"
2001,El Salvador,SLV,0.88%,6.96%,3.31%,59.95,0,0.00,"5,868.6",69.60,"-93,347.0","5,988,095.0"
2001,Equatorial Guinea,GNQ,63.38%,8.11%,-11.97%,0.00,0,0.00,"2,892.6",53.64,"15,084.0","719,270.0"
2001,Eritrea,ERI,8.76%,5.67%,15.08%,0.00,0,0.00,692.92,58.30,"41,755.0","2,461,927.0"
2001,Estonia,EST,6.00%,13.13%,6.80%,9.87,0,0.00,"15,231.7",70.26,"-3,422.0","1,388,115.0"
2001,Eswatini,SWZ,1.05%,24.87%,8.94%,17.67,0,0.00,"1,105.8",45.98,"-6,832.0","1,041,396.0"
2001,Ethiopia,ETH,8.30%,3.30%,-5.76%,0.00,40,0.00,"4,401.3",51.04,"-19,067.0","69,018,932.0"
2001,Faroe Islands,FRO,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,78.64,396.0,"46,245.0"
2001,Fiji,FJI,2.00%,4.80%,3.25%,0.00,0,0.00,"1,040.4",66.34,"-6,207.0","841,320.0"
2001,Finland,FIN,2.61%,10.29%,3.30%,3.01,0,0.00,"61,088.1",77.97,"6,395.0","5,188,008.0"
2001,French Polynesia,PYF,-0.34%,11.81%,2.73%,0.00,0,0.00,0.0,79.69,-431.0,"255,049.0"
2001,Gabon,GAB,2.14%,17.23%,-0.17%,0.00,0,0.00,"6,225.75",61.27,"3,802.0","1,306,590.0"
2001,"Gambia, The",GMB,5.80%,8.54%,1.81%,0.00,0,0.00,308.6,57.04,"-3,876.0","1,479,449.0"
2001,Georgia,GEO,4.81%,11.16%,5.38%,6.35,0,0.00,"3,516.2",69.61,"-110,972.0","4,014,373.0"
2001,Ghana,GHA,4.00%,9.49%,34.82%,2.14,0,0.00,"5,444.5",58.11,"36,057.0","20,195,577.0"
2001,Gibraltar,GIB,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,81.09,-215.0,"27,721.0"
2001,Greece,GRC,4.13%,10.46%,3.47%,1.19,0,0.00,"96,607.8",78.39,"24,607.0","10,862,132.0"
2001,Greenland,GRL,1.27%,0.00%,3.40%,30.15,0,0.00,0.0,66.73,-308.0,"56,350.0"
2001,Grenada,GRD,-2.02%,0.00%,2.14%,5.56,0,0.00,207.2,73.12,-736.0,"107,936.0"
2001,Guam,GUM,0.00%,13.21%,0.00%,4.95,0,0.00,0.0,75.41,"-1,898.0","161,524.0"
2001,Guatemala,GTM,2.33%,2.79%,-5.61%,26.90,0,0.00,"9,840.0",67.95,"-59,249.0","11,871,565.0"
2001,Guinea,GIN,3.66%,4.57%,1.75%,0.00,430,0.00,"1,568.5",52.66,"-155,276.0","8,445,717.0"
2001,Guinea-Bissau,GNB,2.19%,3.04%,6.77%,0.00,0,0.00,148.2,50.45,"-6,239.0","1,257,380.0"
2001,Guyana,GUY,2.28%,11.81%,0.32%,10.53,0,0.00,"1,643.8",64.79,"-13,060.0","759,809.0"
2001,Haiti,HTI,-0.34%,9.63%,13.25%,0.00,0,0.00,"1,600.5",58.49,"-26,837.0","8,511,728.0"
2001,Honduras,HND,2.72%,4.00%,8.08%,51.01,0,0.00,"5,800.1",69.01,"-9,749.0","6,837,861.0"
2001,"Hong Kong SAR, China",HKG,0.56%,5.09%,-1.77%,0.97,0,0.00,0.0,81.42,"32,287.0","6,714,300.0"
2001,Hungary,HUN,4.07%,5.67%,11.05%,2.50,0,0.00,"56,280.4",72.25,"9,927.0","10,187,576.0"
2001,Iceland,ISL,4.01%,1.87%,8.70%,0.35,0,0.00,"2,163.29",80.69,856.0,"284,968.0"
2001,"Iran, Islamic Rep.",IRN,2.39%,12.30%,14.81%,0.00,112,0.00,"354,068.4",69.95,"393,336.0","66,674,851.0"
2001,Iraq,IRQ,1.76%,8.84%,-19.15%,0.00,36,0.00,"97,553.3",67.03,"14,451.0","25,425,663.0"
2001,Ireland,IRL,5.31%,3.68%,6.86%,1.36,0,0.00,"44,815.3",77.13,"39,480.0","3,866,243.0"
2001,Isle of Man,IMN,5.40%,0.00%,3.94%,0.00,0,0.00,0.0,75.51,847.0,"76,398.0"
2001,Israel,ISR,0.33%,11.81%,1.75%,3.09,244,0.00,"57,952.5",79.41,"23,407.0","6,439,000.0"
2001,Jamaica,JAM,1.34%,6.92%,7.81%,43.38,0,0.00,"10,086.3",70.76,"-18,461.0","2,625,405.0"
2001,Jordan,JOR,5.27%,14.70%,0.77%,0.00,0,0.00,"16,250.9",72.15,"-22,895.0","5,163,310.0"
2001,Kazakhstan,KAZ,13.50%,10.43%,10.16%,14.13,0,0.00,"117,443.4",65.76,"-28,743.0","14,858,335.0"
2001,Kenya,KEN,3.78%,3.07%,1.57%,0.00,10,0.00,"7,879.7",54.51,"55,052.0","31,800,343.0"
2001,Kiribati,KIR,-1.47%,0.00%,6.74%,4.42,0,0.00,34.7,64.66,-258.0,"90,531.0"
2001,"Korea, Dem. People's Rep.",PRK,0.00%,3.03%,0.00%,0.00,0,0.00,"74,385.1",60.74,"-2,883.0","23,512,522.0"
2001,Kosovo,XKX,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,74.39,"-1,995.0","1,701,154.0"
2001,Kuwait,KWT,0.21%,0.80%,-7.72%,1.96,0,0.00,"53,188.7",76.89,"17,088.0","1,991,674.0"
2001,Kyrgyz Republic,KGZ,5.32%,2.08%,7.33%,7.78,0,0.00,"3,962.1",68.71,"-24,266.0","4,945,100.0"
2001,Lao PDR,LAO,5.75%,1.91%,8.87%,0.00,0,0.00,997.81,59.07,"-33,600.0","5,519,707.0"
2001,Latvia,LVA,6.32%,13.82%,2.30%,9.28,0,0.00,"7,357.2",70.76,"-19,909.0","2,337,170.0"
2001,Lebanon,LBN,3.84%,8.19%,-1.53%,0.00,0,0.00,"16,890.9",74.36,"-1,094.0","4,389,200.0"
2001,Lesotho,LSO,3.56%,17.00%,11.47%,0.00,0,0.00,"1,770.8",46.85,"-24,606.0","1,999,473.0"
2001,Liberia,LBR,2.92%,2.20%,0.72%,0.00,341,0.00,448.27,52.75,"7,142.0","2,981,648.0"
2001,Libya,LBY,-1.76%,19.81%,7.18%,0.00,0,0.00,"44,456.9",70.86,"31,097.0","5,275,916.0"
2001,Liechtenstein,LIE,-0.73%,0.00%,0.99%,0.00,0,0.00,214.67105,79.28,110.0,"33,376.0"
2001,Lithuania,LTU,6.53%,16.84%,-0.32%,9.92,0,0.00,"11,155.5",71.66,"-33,177.0","3,470,818.0"
2001,Luxembourg,LUX,3.07%,1.81%,0.79%,2.04,0,0.00,"9,118.5",77.82,"3,339.0","441,525.0"
2001,"Macao SAR, China",MAC,2.89%,6.39%,-1.48%,1.82,0,0.00,0.0,81.18,"6,581.0","439,122.0"
2001,Madagascar,MDG,5.98%,5.35%,7.92%,0.00,0,0.00,"1,669.04",58.57,485.0,"16,709,665.0"
2001,Malawi,MWI,-4.97%,4.99%,25.62%,7.83,0,0.00,847.28,45.90,"-28,658.0","11,498,818.0"
2001,Malaysia,MYS,0.52%,3.53%,-1.58%,2.20,0,0.00,"129,458.7",73.34,"198,361.0","23,542,517.0"
2001,Maldives,MDV,-3.94%,3.03%,50.89%,2.44,0,0.00,481.3,72.18,547.0,"287,324.0"
2001,Mali,MLI,15.38%,1.23%,4.68%,0.00,0,0.00,"1,196.9",51.28,"-12,530.0","11,583,824.0"
2001,Malta,MLT,-1.17%,7.11%,4.70%,1.49,0,0.00,"2,489.1",78.84,"1,687.0","393,028.0"
2001,Marshall Islands,MHL,6.83%,0.00%,-0.32%,0.00,0,0.00,106.4,63.64,"-1,442.0","54,413.0"
2001,Mauritania,MRT,-0.80%,10.00%,5.83%,0.00,0,0.00,"1,178.8",61.19,"-21,099.0","2,761,823.0"
2001,Mauritius,MUS,3.35%,9.14%,6.23%,0.00,0,0.00,"2,565.6",71.77,"-3,145.0","1,196,287.0"
2001,"Micronesia, Fed. Sts.",FSM,2.17%,0.00%,1.11%,0.00,0,0.00,173.9,70.48,"-2,733.0","111,948.0"
2001,Moldova,MDA,6.10%,7.29%,12.09%,9.78,0,0.00,"7,017.8",66.79,"-46,128.0","2,918,135.0"
2001,Monaco,MCO,2.19%,0.00%,1.65%,3.08,0,0.00,0.0,0.00,-65.0,"32,444.0"
2001,Mongolia,MNG,2.95%,6.14%,10.45%,0.00,0,0.00,"8,970.4",63.28,"-9,448.0","2,472,601.0"
2001,Montenegro,MNE,1.10%,29.01%,20.20%,0.00,0,0.00,"1,667.26822",74.07,"-3,408.0","607,389.0"
2001,Morocco,MAR,7.72%,12.46%,0.61%,1.88,0,0.00,"36,273.0",67.18,"-84,706.0","28,930,097.0"
2001,Mozambique,MOZ,12.09%,2.84%,15.77%,6.04,0,0.00,"1,411.5",50.06,"-51,429.0","18,220,716.0"
2001,Myanmar,MMR,12.47%,0.66%,14.37%,1.99,193,0.00,"8,351.8",60.42,"-131,190.0","46,014,826.0"
2001,Namibia,NAM,1.18%,20.86%,11.20%,19.02,0,0.00,"2,459.7",51.26,"2,869.0","1,856,402.0"
2001,Nauru,NRU,0.00%,0.00%,0.00%,0.00,0,0.00,80.6,58.28,-228.0,"10,363.0"
2001,Nepal,NPL,4.80%,10.57%,11.02%,3.40,429,0.00,"3,464.6",63.34,"-149,185.0","24,956,071.0"
2001,New Caledonia,NCL,0.00%,17.24%,0.00%,0.00,0,0.00,0.0,74.83,"1,001.0","217,324.0"
2001,New Zealand,NZL,3.41%,5.43%,3.86%,1.31,0,0.00,"31,618.8",78.69,"17,140.0","3,880,500.0"
2001,Nicaragua,NIC,2.96%,7.47%,7.24%,10.34,0,0.00,"3,925.5",67.22,"-43,839.0","5,192,764.0"
2001,Niger,NER,7.27%,1.47%,5.01%,0.00,0,0.00,658.87,49.84,"-8,668.0","12,031,430.0"
2001,Nigeria,NGA,5.92%,3.84%,10.08%,0.00,0,0.00,"101,945.3",47.62,"37,267.0","126,152,678.0"
2001,North Macedonia,MKD,-3.07%,30.52%,4.72%,2.68,72,0.00,"8,670.6",73.44,"7,328.0","2,034,882.0"
2001,Northern Mariana Islands,MNP,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,0.00,"-3,749.0","79,479.0"
2001,Norway,NOR,2.07%,3.74%,1.71%,0.82,0,0.00,"34,735.2",78.79,"7,888.0","4,513,751.0"
2001,Oman,OMN,4.48%,4.11%,-4.56%,0.00,0,0.00,"28,032.3",73.81,"-20,234.0","2,374,653.0"
2001,Pakistan,PAK,3.55%,0.60%,5.31%,6.03,36,0.00,"99,837.2",62.42,"344,288.0","159,217,727.0"
2001,Palau,PLW,6.44%,0.00%,0.76%,0.00,0,0.00,215.8,0.00,-78.0,"19,828.0"
2001,Panama,PAN,0.57%,6.04%,1.03%,10.00,0,0.00,"6,216.5",74.41,"2,856.0","3,061,024.0"
2001,Papua New Guinea,PNG,-0.12%,2.80%,6.91%,7.65,0,0.00,"3,383.8",61.77,"41,963.0","5,698,489.0"
2001,Paraguay,PRY,-0.83%,6.21%,13.94%,25.21,0,0.00,"3,614.8",69.90,"-27,672.0","5,211,541.0"
2001,Peru,PER,0.62%,5.03%,0.46%,0.00,0,0.00,"26,537.2",71.04,"-128,827.0","27,014,909.0"
2001,Philippines,PHL,3.05%,3.70%,5.62%,7.35,749,0.00,"70,259.1",69.61,"-185,071.0","79,626,086.0"
2001,Poland,POL,1.26%,18.37%,3.12%,2.01,0,0.00,"293,627.4",74.20,"-21,293.0","38,248,076.0"
2001,Portugal,PRT,1.94%,3.83%,3.72%,1.01,0,0.00,"61,383.6",76.81,"57,075.0","10,362,722.0"
2001,Puerto Rico,PRI,6.31%,11.40%,5.50%,20.93,0,0.00,0.0,76.46,"-28,052.0","3,818,774.0"
2001,Qatar,QAT,3.90%,0.85%,-4.95%,0.74,0,0.00,"28,650.6",75.26,"21,641.0","678,831.0"
2001,Romania,ROU,5.22%,6.56%,37.96%,3.21,0,0.00,"95,220.8",71.16,"-87,561.0","22,131,970.0"
2001,Rwanda,RWA,8.48%,11.94%,-0.39%,0.00,"2,044",0.00,674.05,49.02,"-91,955.0","8,223,941.0"
2001,Samoa,WSM,7.39%,4.96%,3.37%,0.00,0,0.00,162.6,71.02,"-3,489.0","185,530.0"
2001,San Marino,SMR,5.58%,0.00%,2.70%,0.00,0,0.00,0.0,0.00,463.0,"27,335.0"
2001,Sao Tome and Principe,STP,0.00%,15.73%,0.00%,0.00,0,0.00,53.5,62.03,"-1,292.0","146,258.0"
2001,Senegal,SEN,4.31%,5.57%,6.99%,0.00,33,0.00,"4,455.4",57.56,"-41,509.0","9,938,027.0"
2001,Serbia,SRB,6.88%,12.80%,86.83%,3.07,0,0.00,"46,211.8",72.23,-5.0,"7,503,433.0"
2001,Seychelles,SYC,-2.27%,0.00%,6.16%,0.00,0,0.00,323.7,73.25,363.0,"81,202.0"
2001,Sierra Leone,SLE,-6.35%,3.48%,71.35%,0.00,50,0.00,442.5,45.66,"227,791.0","4,857,096.0"
2001,Singapore,SGP,-1.07%,3.76%,-1.81%,0.78,0,0.00,"42,031.3",78.25,"32,038.0","4,138,012.0"
2001,Sint Maarten (Dutch part),SXM,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,74.52,-309.0,"30,600.0"
2001,Slovak Republic,SVK,3.25%,19.38%,5.12%,2.19,0,0.00,"38,577.0",73.40,-791.0,"5,378,867.0"
2001,Slovenia,SVN,3.22%,5.68%,8.68%,1.41,0,0.00,"15,380.1",75.76,"-1,434.0","1,992,060.0"
2001,Solomon Islands,SLB,-7.96%,1.97%,9.91%,0.00,0,0.00,245.8,67.36,"-2,511.0","440,395.0"
2001,Somalia,SOM,0.00%,19.37%,0.00%,0.00,228,0.00,509.5,50.74,"40,274.0","9,070,747.0"
2001,South Africa,ZAF,2.70%,20.22%,7.80%,45.32,0,0.00,"320,393.3",57.26,"-29,826.0","47,229,714.0"
2001,South Sudan,SSD,0.00%,12.13%,0.00%,0.00,0,0.00,529.083617,46.88,"77,854.0","6,394,431.0"
2001,Sri Lanka,LKA,-1.55%,7.90%,13.66%,0.00,"1,144",0.00,"10,848.0",70.79,"-15,604.0","18,920,275.0"
2001,St. Kitts and Nevis,KNA,5.25%,0.00%,3.33%,13.05,0,0.00,188.8,70.20,-5.0,"45,986.0"
2001,St. Lucia,LCA,-3.41%,18.52%,-0.91%,21.17,0,0.00,386.6,71.14,-556.0,"160,594.0"
2001,St. Martin (French part),MAF,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,76.85,158.0,"30,387.0"
2001,St. Vincent and the Grenadines,VCT,1.75%,21.10%,6.12%,10.56,0,0.00,187.4,71.94,"-1,563.0","113,641.0"
2001,Sudan,SDN,6.50%,15.22%,21.13%,0.00,"3,457",0.00,"6,254.93",58.56,"-136,249.0","26,947,253.0"
2001,Suriname,SUR,4.20%,11.91%,39.53%,16.21,0,0.00,"1,520.56",65.48,639.0,"487,394.0"
2001,Sweden,SWE,1.45%,4.73%,2.48%,0.98,0,0.00,"52,497.3",79.80,"29,249.0","8,895,960.0"
2001,Syrian Arab Republic,SYR,1.05%,11.63%,6.55%,2.25,0,0.00,"44,728.9",71.64,"-18,374.0","16,727,948.0"
2001,Tajikistan,TJK,9.58%,14.78%,30.95%,3.64,0,0.00,"2,150.05",64.06,"-19,655.0","6,408,810.0"
2001,Tanzania,TZA,6.07%,2.99%,4.82%,0.00,0,0.00,"3,128.3",53.16,"-124,527.0","35,414,469.0"
2001,Thailand,THA,3.44%,2.60%,1.92%,7.89,22,0.00,"178,776.6",72.61,"125,457.0","63,649,892.0"
2001,Timor-Leste,TLS,16.35%,3.40%,11.79%,0.00,0,0.00,0.0,59.36,"-9,894.0","893,001.0"
2001,Togo,TGO,0.82%,4.08%,1.63%,0.00,0,0.00,"1,178.1",54.86,"-1,711.0","5,145,426.0"
2001,Tonga,TON,3.75%,4.33%,1.76%,5.81,0,0.00,94.7,69.13,"-1,647.0","103,210.0"
2001,Trinidad and Tobago,TTO,4.17%,10.88%,2.79%,11.28,0,0.00,"11,619.6",69.65,"-4,252.0","1,338,567.0"
2001,Tunisia,TUN,3.80%,14.40%,3.91%,0.00,0,0.00,"21,971.0",73.82,"-18,429.0","9,995,123.0"
2001,Turkmenistan,TKM,4.34%,10.64%,32.31%,5.35,0,0.00,"39,123.0",65.16,"-9,062.0","4,635,094.0"
2001,Turks and Caicos Islands,TCA,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,74.13,548.0,"19,578.0"
2001,Tuvalu,TUV,0.00%,0.00%,3.85%,0.00,0,0.00,9.9,63.54,-162.0,"9,621.0"
2001,Uganda,UGA,5.18%,3.54%,4.53%,0.00,108,0.00,"1,303.9",49.01,"-95,975.0","24,763,325.0"
2001,Ukraine,UKR,8.80%,11.06%,10.20%,10.03,0,0.00,"300,552.9",67.84,"-109,322.0","48,662,400.0"
2001,United Arab Emirates,ARE,1.40%,2.50%,-2.35%,0.00,0,0.00,"97,196.5",74.64,"130,241.0","3,454,198.0"
2001,Uruguay,URY,-3.84%,15.05%,4.83%,6.60,0,0.00,"4,946.3",75.28,"-14,628.0","3,300,939.0"
2001,Uzbekistan,UZB,4.16%,11.18%,45.24%,4.28,0,0.00,"125,695.4",66.09,"-48,649.0","24,964,450.0"
