indicator,country,countryiso3code,date,value
Net migration,Heavily indebted poor countries (HIPC),HPC,2011,-774337.0
Net migration,Heavily indebted poor countries (HIPC),HPC,2010,-1201553.0
Net migration,Heavily indebted poor countries (HIPC),HPC,2009,-937537.0
Net migration,Heavily indebted poor countries (HIPC),HPC,2008,-609343.0
Net migration,Heavily indebted poor countries (HIPC),HPC,2007,-1558277.0
Net migration,Heavily indebted poor countries (HIPC),HPC,2006,-695753.0
Net migration,Heavily indebted poor countries (HIPC),HPC,2005,-342704.0
Net migration,Heavily indebted poor countries (HIPC),HPC,2004,-832272.0
Net migration,Heavily indebted poor countries (HIPC),HPC,2003,-266275.0
Net migration,Heavily indebted poor countries (HIPC),HPC,2002,646391.0
Net migration,Heavily indebted poor countries (HIPC),HPC,2001,-802955.0
Net migration,Heavily indebted poor countries (HIPC),HPC,2000,-1651682.0
Net migration,Heavily indebted poor countries (HIPC),HPC,1999,-575014.0
Net migration,Heavily indebted poor countries (HIPC),HPC,1998,-531909.0
Net migration,Heavily indebted poor countries (HIPC),HPC,1997,-850449.0
Net migration,Heavily indebted poor countries (HIPC),HPC,1996,-617944.0
Net migration,Heavily indebted poor countries (HIPC),HPC,1995,-159930.0
Net migration,Heavily indebted poor countries (HIPC),HPC,1994,119311.0
Net migration,Heavily indebted poor countries (HIPC),HPC,1993,816012.0
Net migration,Heavily indebted poor countries (HIPC),HPC,1992,1101436.0
Net migration,Heavily indebted poor countries (HIPC),HPC,1991,-690497.0
Net migration,Heavily indebted poor countries (HIPC),HPC,1990,-1673421.0
Net migration,High income,,2020,788160.0
Net migration,High income,,2019,4082105.0
Net migration,High income,,2018,4353899.0
Net migration,High income,,2017,4292164.0
Net migration,High income,,2016,3973186.0
Net migration,High income,,2015,3930907.0
Net migration,High income,,2014,3420312.0
Net migration,High income,,2013,3727118.0
Net migration,High income,,2012,3959397.0
Net migration,High income,,2011,3951114.0
Net migration,High income,,2010,3508213.0
Net migration,High income,,2009,4579667.0
Net migration,High income,,2008,5438027.0
Net migration,High income,,2007,5823473.0
Net migration,High income,,2006,5019209.0
Net migration,High income,,2005,4278040.0
Net migration,High income,,2004,3572568.0
Net migration,High income,,2003,3445382.0
Net migration,High income,,2002,3349963.0
Net migration,High income,,2001,2744716.0
Net migration,High income,,2000,3033492.0
Net migration,High income,,1999,2796325.0
Net migration,High income,,1998,2840123.0
Net migration,High income,,1997,2878724.0
Net migration,High income,,1996,2841042.0
Net migration,High income,,1995,2520532.0
Net migration,High income,,1994,2673922.0
Net migration,High income,,1993,2686748.0
Net migration,High income,,1992,2883611.0
Net migration,High income,,1991,3177744.0
Net migration,High income,,1990,1583243.0
Net migration,IBRD only,IBD,2020,-200387.0
Net migration,IBRD only,IBD,2019,-1665510.0
Net migration,IBRD only,IBD,2018,-1650617.0
Net migration,IBRD only,IBD,2017,-843048.0
Net migration,IBRD only,IBD,2016,-506027.0
Net migration,IBRD only,IBD,2015,1000168.0
Net migration,IBRD only,IBD,2014,1706308.0
Net migration,IBRD only,IBD,2013,1875644.0
Net migration,IBRD only,IBD,2012,532511.0
Net migration,IBRD only,IBD,2011,-1127641.0
Net migration,IBRD only,IBD,2010,-944064.0
Net migration,IBRD only,IBD,2009,-1881735.0
Net migration,IBRD only,IBD,2008,-1957406.0
Net migration,IBRD only,IBD,2007,-3017508.0
Net migration,IBRD only,IBD,2006,-2806971.0
Net migration,IBRD only,IBD,2005,-1974957.0
Net migration,IBRD only,IBD,2004,-1131539.0
Net migration,IBRD only,IBD,2003,-1502952.0
Net migration,IBRD only,IBD,2002,-2187406.0
Net migration,IBRD only,IBD,2001,-1536038.0
Net migration,IBRD only,IBD,2000,-1086373.0
Net migration,IBRD only,IBD,1999,-1306715.0
Net migration,IBRD only,IBD,1998,-1399493.0
Net migration,IBRD only,IBD,1997,-1453726.0
Net migration,IBRD only,IBD,1996,-1690457.0
Net migration,IBRD only,IBD,1995,-1997117.0
Net migration,IBRD only,IBD,1994,-2012200.0
Net migration,IBRD only,IBD,1993,-2913431.0
Net migration,IBRD only,IBD,1992,-2496591.0
Net migration,IBRD only,IBD,1991,-2042178.0
Net migration,IBRD only,IBD,1990,207460.0
Net migration,IDA & IBRD total,IBT,2020,-689611.0
Net migration,IDA & IBRD total,IBT,2019,-3891389.0
Net migration,IDA & IBRD total,IBT,2018,-4083590.0
Net migration,IDA & IBRD total,IBT,2017,-4107622.0
Net migration,IDA & IBRD total,IBT,2016,-3881250.0
Net migration,IDA & IBRD total,IBT,2015,-3920933.0
Net migration,IDA & IBRD total,IBT,2014,-3390883.0
Net migration,IDA & IBRD total,IBT,2013,-3705364.0
Net migration,IDA & IBRD total,IBT,2012,-3929930.0
Net migration,IDA & IBRD total,IBT,2011,-3946885.0
Net migration,IDA & IBRD total,IBT,2010,-3567080.0
Net migration,IDA & IBRD total,IBT,2009,-4633243.0
Net migration,IDA & IBRD total,IBT,2008,-5548243.0
Net migration,IDA & IBRD total,IBT,2007,-5955151.0
Net migration,IDA & IBRD total,IBT,2006,-5172460.0
Net migration,IDA & IBRD total,IBT,2005,-4388235.0
Net migration,IDA & IBRD total,IBT,2004,-3654102.0
Net migration,IDA & IBRD total,IBT,2003,-3526798.0
Net migration,IDA & IBRD total,IBT,2002,-3441316.0
Net migration,IDA & IBRD total,IBT,2001,-2836546.0
Net migration,IDA & IBRD total,IBT,2000,-2836486.0
Net migration,IDA & IBRD total,IBT,1999,-2925317.0
Net migration,IDA & IBRD total,IBT,1998,-2997482.0
Net migration,IDA & IBRD total,IBT,1997,-3065388.0
Net migration,IDA & IBRD total,IBT,1996,-3017741.0
Net migration,IDA & IBRD total,IBT,1995,-2711164.0
Net migration,IDA & IBRD total,IBT,1994,-2776557.0
Net migration,IDA & IBRD total,IBT,1993,-2787435.0
Net migration,IDA & IBRD total,IBT,1992,-3055723.0
Net migration,IDA & IBRD total,IBT,1991,-3325266.0
Net migration,IDA & IBRD total,IBT,1990,-1708073.0
Net migration,IDA blend,IDB,2020,-694545.0
Net migration,IDA blend,IDB,2019,-1487064.0
Net migration,IDA blend,IDB,2018,-1638982.0
Net migration,IDA blend,IDB,2017,-1778968.0
Net migration,IDA blend,IDB,2016,-2461971.0
Net migration,IDA blend,IDB,2015,-2459914.0
Net migration,IDA blend,IDB,2014,-2146312.0
Net migration,IDA blend,IDB,2013,-2046249.0
Net migration,IDA blend,IDB,2012,-1747481.0
Net migration,IDA blend,IDB,2011,-1032402.0
Net migration,IDA blend,IDB,2010,-551721.0
Net migration,IDA blend,IDB,2009,-428201.0
Net migration,IDA blend,IDB,2008,-682008.0
Net migration,IDA blend,IDB,2007,-733553.0
Net migration,IDA blend,IDB,2006,-714713.0
Net migration,IDA blend,IDB,2005,-829687.0
Net migration,IDA blend,IDB,2004,-639997.0
Net migration,IDA blend,IDB,2003,-683433.0
Net migration,IDA blend,IDB,2002,-986195.0
Net migration,IDA blend,IDB,2001,250304.0
Net migration,IDA blend,IDB,2000,851379.0
Net migration,IDA blend,IDB,1999,49466.0
Net migration,IDA blend,IDB,1998,75399.0
Net migration,IDA blend,IDB,1997,41418.0
Net migration,IDA blend,IDB,1996,46043.0
Net migration,IDA blend,IDB,1995,189426.0
Net migration,IDA blend,IDB,1994,-404173.0
Net migration,IDA blend,IDB,1993,-229168.0
Net migration,IDA blend,IDB,1992,-1330261.0
Net migration,IDA blend,IDB,1991,-97838.0
Net migration,IDA blend,IDB,1990,28370.0
Net migration,IDA only,IDX,2020,205321.0
Net migration,IDA only,IDX,2019,-738815.0
Net migration,IDA only,IDX,2018,-793991.0
Net migration,IDA only,IDX,2017,-1485606.0
Net migration,IDA only,IDX,2016,-913252.0
Net migration,IDA only,IDX,2015,-2461187.0
Net migration,IDA only,IDX,2014,-2950879.0
Net migration,IDA only,IDX,2013,-3534759.0
Net migration,IDA only,IDX,2012,-2714960.0
Net migration,IDA only,IDX,2011,-1786842.0
Net migration,IDA only,IDX,2010,-2071295.0
Net migration,IDA only,IDX,2009,-2323307.0
Net migration,IDA only,IDX,2008,-2908829.0
Net migration,IDA only,IDX,2007,-2204090.0
Net migration,IDA only,IDX,2006,-1650776.0
Net migration,IDA only,IDX,2005,-1583591.0
Net migration,IDA only,IDX,2004,-1882566.0
Net migration,IDA only,IDX,2003,-1340413.0
Net migration,IDA only,IDX,2002,-267715.0
Net migration,IDA only,IDX,2001,-1550812.0
Net migration,IDA only,IDX,2000,-2601492.0
Net migration,IDA only,IDX,1999,-1668068.0
Net migration,IDA only,IDX,1998,-1673388.0
Net migration,IDA only,IDX,1997,-1653080.0
Net migration,IDA only,IDX,1996,-1373327.0
Net migration,IDA only,IDX,1995,-903473.0
Net migration,IDA only,IDX,1994,-360184.0
Net migration,IDA only,IDX,1993,355164.0
Net migration,IDA only,IDX,1992,771129.0
Net migration,IDA only,IDX,1991,-1185250.0
Net migration,IDA only,IDX,1990,-1943903.0
Net migration,IDA total,IDA,2020,-489224.0
Net migration,IDA total,IDA,2019,-2225879.0
Net migration,IDA total,IDA,2018,-2432973.0
Net migration,IDA total,IDA,2017,-3264574.0
Net migration,IDA total,IDA,2016,-3375223.0
Net migration,IDA total,IDA,2015,-4921101.0
Net migration,IDA total,IDA,2014,-5097191.0
Net migration,IDA total,IDA,2013,-5581008.0
Net migration,IDA total,IDA,2012,-4462441.0
Net migration,IDA total,IDA,2011,-2819244.0
Net migration,IDA total,IDA,2010,-2623016.0
Net migration,IDA total,IDA,2009,-2751508.0
Net migration,IDA total,IDA,2008,-3590837.0
Net migration,IDA total,IDA,2007,-2937643.0
Net migration,IDA total,IDA,2006,-2365489.0
Net migration,IDA total,IDA,2005,-2413278.0
Net migration,IDA total,IDA,2004,-2522563.0
Net migration,IDA total,IDA,2003,-2023846.0
Net migration,IDA total,IDA,2002,-1253910.0
Net migration,IDA total,IDA,2001,-1300508.0
Net migration,IDA total,IDA,2000,-1750113.0
Net migration,IDA total,IDA,1999,-1618602.0
Net migration,IDA total,IDA,1998,-1597989.0
Net migration,IDA total,IDA,1997,-1611662.0
Net migration,IDA total,IDA,1996,-1327284.0
Net migration,IDA total,IDA,1995,-714047.0
Net migration,IDA total,IDA,1994,-764357.0
Net migration,IDA total,IDA,1993,125996.0
Net migration,IDA total,IDA,1992,-559132.0
Net migration,IDA total,IDA,1991,-1283088.0
Net migration,IDA total,IDA,1990,-1915533.0
Net migration,Late-demographic dividend,LTE,2020,-128646.0
Net migration,Late-demographic dividend,LTE,2019,45880.0
Net migration,Late-demographic dividend,LTE,2018,433752.0
Net migration,Late-demographic dividend,LTE,2017,494417.0
Net migration,Late-demographic dividend,LTE,2016,152609.0
Net migration,Late-demographic dividend,LTE,2015,174084.0
Net migration,Late-demographic dividend,LTE,2014,164919.0
Net migration,Late-demographic dividend,LTE,2013,999874.0
Net migration,Late-demographic dividend,LTE,2012,483627.0
Net migration,Late-demographic dividend,LTE,2011,406473.0
Net migration,Late-demographic dividend,LTE,2010,-1789.0
Net migration,Late-demographic dividend,LTE,2009,676814.0
Net migration,Late-demographic dividend,LTE,2008,805398.0
Net migration,Late-demographic dividend,LTE,2007,954960.0
Net migration,Late-demographic dividend,LTE,2006,588161.0
Net migration,Late-demographic dividend,LTE,2005,-132851.0
Net migration,Late-demographic dividend,LTE,2004,-305339.0
Net migration,Late-demographic dividend,LTE,2003,-524763.0
Net migration,Late-demographic dividend,LTE,2002,-425778.0
Net migration,Late-demographic dividend,LTE,2001,-493410.0
Net migration,Late-demographic dividend,LTE,2000,-252503.0
Net migration,Late-demographic dividend,LTE,1999,-450172.0
Net migration,Late-demographic dividend,LTE,1998,-712985.0
Net migration,Late-demographic dividend,LTE,1997,-799035.0
Net migration,Late-demographic dividend,LTE,1996,-877844.0
Net migration,Late-demographic dividend,LTE,1995,-963875.0
Net migration,Late-demographic dividend,LTE,1994,-972336.0
Net migration,Late-demographic dividend,LTE,1993,-1067330.0
Net migration,Late-demographic dividend,LTE,1992,-1305174.0
Net migration,Late-demographic dividend,LTE,1991,-790604.0
Net migration,Late-demographic dividend,LTE,1990,-1633001.0
Net migration,Latin America & Caribbean,LCN,2020,-163087.0
Net migration,Latin America & Caribbean,LCN,2019,-424522.0
Net migration,Latin America & Caribbean,LCN,2018,-338149.0
Net migration,Latin America & Caribbean,LCN,2017,-281608.0
Net migration,Latin America & Caribbean,LCN,2016,-139806.0
Net migration,Latin America & Caribbean,LCN,2015,-424043.0
Net migration,Latin America & Caribbean,LCN,2014,-494419.0
Net migration,Latin America & Caribbean,LCN,2013,-535370.0
Net migration,Latin America & Caribbean,LCN,2012,-488483.0
Net migration,Latin America & Caribbean,LCN,2011,-495889.0
Net migration,Latin America & Caribbean,LCN,2010,-590240.0
Net migration,Latin America & Caribbean,LCN,2009,-958488.0
Net migration,Latin America & Caribbean,LCN,2008,-1032747.0
Net migration,Latin America & Caribbean,LCN,2007,-998162.0
Net migration,Latin America & Caribbean,LCN,2006,-1021265.0
Net migration,Latin America & Caribbean,LCN,2005,-1043018.0
Net migration,Latin America & Caribbean,LCN,2004,-922857.0
Net migration,Latin America & Caribbean,LCN,2003,-1001536.0
Net migration,Latin America & Caribbean,LCN,2002,-947054.0
Net migration,Latin America & Caribbean,LCN,2001,-949876.0
Net migration,Latin America & Caribbean,LCN,2000,-933168.0
Net migration,Latin America & Caribbean,LCN,1999,-870278.0
Net migration,Latin America & Caribbean,LCN,1998,-798462.0
Net migration,Latin America & Caribbean,LCN,1997,-802462.0
Net migration,Latin America & Caribbean,LCN,1996,-814722.0
Net migration,Latin America & Caribbean,LCN,1995,-812708.0
Net migration,Latin America & Caribbean,LCN,1994,-727304.0
Net migration,Latin America & Caribbean,LCN,1993,-799413.0
Net migration,Latin America & Caribbean,LCN,1992,-736813.0
Net migration,Latin America & Caribbean,LCN,1991,-789362.0
Net migration,Latin America & Caribbean,LCN,1990,-635393.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2020,261813.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2019,380712.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2018,696616.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2017,377456.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2016,78679.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2015,-339557.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2014,-417951.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2013,-458340.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2012,-416369.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2011,-416902.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2010,-514668.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2009,-888412.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2008,-964656.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2007,-932208.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2006,-957924.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2005,-981496.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2004,-866736.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2003,-949656.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2002,-895319.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2001,-897433.0
Net migration,Latin America & Caribbean (excluding high income),LAC,2000,-887172.0
Net migration,Latin America & Caribbean (excluding high income),LAC,1999,-841692.0
Net migration,Latin America & Caribbean (excluding high income),LAC,1998,-768336.0
Net migration,Latin America & Caribbean (excluding high income),LAC,1997,-768053.0
Net migration,Latin America & Caribbean (excluding high income),LAC,1996,-781048.0
Net migration,Latin America & Caribbean (excluding high income),LAC,1995,-778168.0
Net migration,Latin America & Caribbean (excluding high income),LAC,1994,-692125.0
