Region,Location code,Year,Numero de Migrantes,Género
 Upper-middle-income countries,1502,2000,30464291,Mujeres
 Lower-middle-income countries,1501,2000,23369899,Mujeres
  Low-income countries,1500,2000,8208137,Mujeres
 AFRICA,903,2000,10094675,Mujeres
  Eastern Africa,910,2000,2912688,Mujeres
   Burundi,108,2000,370228,Mujeres
   Comoros,174,2000,33544,Mujeres
   Djibouti,262,2000,3854,Mujeres
   Eritrea,232,2000,256053,Mujeres
   Ethiopia,231,2000,206521,Mujeres
   Kenya,404,2000,163226,Mujeres
   Madagascar,450,2000,44771,Mujeres
   Malawi,454,2000,76012,Mujeres
   Mauritius*,480,2000,65697,Mujeres
   Mayotte*,175,2000,3238,Mujeres
   Mozambique,508,2000,253231,Mujeres
   Réunion*,638,2000,1303,Mujeres
   Rwanda,646,2000,160272,Mujeres
   Seychelles,690,2000,10497,Mujeres
   Somalia,706,2000,488438,Mujeres
   South Sudan,728,2000,152302,Mujeres
   Uganda,800,2000,263312,Mujeres
   United Republic of Tanzania*,834,2000,106807,Mujeres
   Zambia,894,2000,83072,Mujeres
   Zimbabwe,716,2000,170310,Mujeres
  Middle Africa,911,2000,1214513,Mujeres
   Angola,24,2000,455330,Mujeres
   Cameroon,120,2000,79197,Mujeres
   Central African Republic,140,2000,27923,Mujeres
   Chad,148,2000,98558,Mujeres
   Congo,178,2000,64673,Mujeres
   Democratic Republic of the Congo,180,2000,435481,Mujeres
   Equatorial Guinea,226,2000,31031,Mujeres
   Gabon,266,2000,9056,Mujeres
   Sao Tome and Principe,678,2000,13264,Mujeres
  Northern Africa,912,2000,2703236,Mujeres
   Algeria,12,2000,457682,Mujeres
   Egypt,818,2000,602779,Mujeres
   Libya,434,2000,37367,Mujeres
   Morocco,504,2000,942702,Mujeres
   Sudan,729,2000,382903,Mujeres
   Tunisia,788,2000,204815,Mujeres
   Western Sahara,732,2000,74988,Mujeres
  Southern Africa,913,2000,359195,Mujeres
   Botswana,72,2000,10543,Mujeres
   Eswatini,748,2000,14989,Mujeres
   Lesotho,426,2000,53354,Mujeres
   Namibia,516,2000,24519,Mujeres
   South Africa,710,2000,255790,Mujeres
  Western Africa,914,2000,2905043,Mujeres
   Benin,204,2000,153291,Mujeres
   Burkina Faso,854,2000,563481,Mujeres
   Cabo Verde,132,2000,65495,Mujeres
   Côte d'Ivoire,384,2000,267873,Mujeres
   Gambia,270,2000,19190,Mujeres
   Ghana,288,2000,244307,Mujeres
   Guinea,324,2000,165187,Mujeres
   Guinea-Bissau,624,2000,35187,Mujeres
   Liberia,430,2000,125117,Mujeres
   Mali,466,2000,342620,Mujeres
   Mauritania,478,2000,41902,Mujeres
   Niger,562,2000,78270,Mujeres
   Nigeria,566,2000,257570,Mujeres
   Saint Helena*,654,2000,2247,Mujeres
   Senegal,686,2000,152750,Mujeres
   Sierra Leone,694,2000,254302,Mujeres
   Togo,768,2000,136254,Mujeres
 ASIA,935,2000,30656155,Mujeres
  Central Asia,5500,2000,3340029,Mujeres
   Kazakhstan,398,2000,1901555,Mujeres
   Kyrgyzstan,417,2000,293281,Mujeres
   Tajikistan,762,2000,242064,Mujeres
   Turkmenistan,795,2000,114399,Mujeres
   Uzbekistan,860,2000,788730,Mujeres
  Eastern Asia,906,2000,4734150,Mujeres
   China*,156,2000,2960175,Mujeres
"   China, Hong Kong SAR*",344,2000,348685,Mujeres
"   China, Macao SAR*",446,2000,47323,Mujeres
"   China, Taiwan Province of China*",158,2000,0,Mujeres
   Dem. People's Republic of Korea,408,2000,36364,Mujeres
   Japan,392,2000,368130,Mujeres
   Mongolia,496,2000,16778,Mujeres
   Republic of Korea,410,2000,956695,Mujeres
  South-Eastern Asia,920,2000,6206272,Mujeres
   Brunei Darussalam,96,2000,18056,Mujeres
   Cambodia,116,2000,235827,Mujeres
   Indonesia,360,2000,1070801,Mujeres
   Lao People's Democratic Republic,418,2000,331723,Mujeres
   Malaysia*,458,2000,661487,Mujeres
   Myanmar,104,2000,567639,Mujeres
   Philippines,608,2000,1755056,Mujeres
   Singapore,702,2000,101737,Mujeres
   Thailand,764,2000,333827,Mujeres
   Timor-Leste,626,2000,73903,Mujeres
   Viet Nam,704,2000,1056216,Mujeres
  Southern Asia,5501,2000,10378293,Mujeres
   Afghanistan,4,2000,2139897,Mujeres
   Bangladesh,50,2000,2248095,Mujeres
   Bhutan,64,2000,58769,Mujeres
   India,356,2000,3303785,Mujeres
   Iran (Islamic Republic of),364,2000,374592,Mujeres
   Maldives,462,2000,518,Mujeres
   Nepal,524,2000,452556,Mujeres
   Pakistan,586,2000,1346040,Mujeres
   Sri Lanka,144,2000,454041,Mujeres
  Western Asia,922,2000,5997411,Mujeres
   Armenia,51,2000,407161,Mujeres
   Azerbaijan*,31,2000,783663,Mujeres
   Bahrain,48,2000,23154,Mujeres
   Cyprus*,196,2000,77150,Mujeres
   Georgia*,268,2000,464405,Mujeres
   Iraq,368,2000,358949,Mujeres
   Israel,376,2000,152119,Mujeres
   Jordan,400,2000,142161,Mujeres
   Kuwait,414,2000,47091,Mujeres
   Lebanon,422,2000,243419,Mujeres
   Oman,512,2000,7385,Mujeres
   Qatar,634,2000,7191,Mujeres
   Saudi Arabia,682,2000,63783,Mujeres
   State of Palestine*,275,2000,1367273,Mujeres
   Syrian Arab Republic,760,2000,299834,Mujeres
   Turkey,792,2000,1322241,Mujeres
   United Arab Emirates,784,2000,44856,Mujeres
   Yemen,887,2000,185576,Mujeres
 EUROPE,908,2000,26480131,Mujeres
  Eastern Europe,923,2000,13245256,Mujeres
   Belarus,112,2000,949780,Mujeres
   Bulgaria,100,2000,362178,Mujeres
   Czechia,203,2000,398727,Mujeres
   Hungary,348,2000,210376,Mujeres
   Poland,616,2000,1165386,Mujeres
   Republic of Moldova*,498,2000,303506,Mujeres
   Romania,642,2000,596353,Mujeres
   Russian Federation,643,2000,6154881,Mujeres
   Slovakia,703,2000,126295,Mujeres
   Ukraine*,804,2000,2977774,Mujeres
  Northern Europe,924,2000,3368586,Mujeres
   Channel Islands*,830,2000,6509,Mujeres
   Denmark*,208,2000,117416,Mujeres
   Estonia,233,2000,76764,Mujeres
   Faroe Islands*,234,2000,7174,Mujeres
   Finland*,246,2000,190093,Mujeres
   Iceland,352,2000,13409,Mujeres
   Ireland,372,2000,459095,Mujeres
   Isle of Man*,833,2000,3702,Mujeres
   Latvia,428,2000,129680,Mujeres
   Lithuania,440,2000,196986,Mujeres
   Norway*,578,2000,92802,Mujeres
   Sweden,752,2000,144107,Mujeres
   United Kingdom*,826,2000,1930849,Mujeres
  Southern Europe,925,2000,6263391,Mujeres
   Albania,8,2000,369669,Mujeres
   Andorra,20,2000,2928,Mujeres
   Bosnia and Herzegovina,70,2000,764681,Mujeres
   Croatia,191,2000,471348,Mujeres
   Gibraltar*,292,2000,4277,Mujeres
   Greece,300,2000,476519,Mujeres
   Holy See*,336,2000,13,Mujeres
   Italy,380,2000,1476637,Mujeres
   Malta,470,2000,52558,Mujeres
   Montenegro,499,2000,98048,Mujeres
   North Macedonia,807,2000,265195,Mujeres
   Portugal,620,2000,972069,Mujeres
   San Marino,674,2000,1801,Mujeres
   Serbia*,688,2000,539023,Mujeres
   Slovenia,705,2000,66454,Mujeres
   Spain*,724,2000,702171,Mujeres
  Western Europe,926,2000,3602898,Mujeres
   Austria,40,2000,255157,Mujeres
   Belgium,56,2000,226130,Mujeres
   France*,250,2000,806762,Mujeres
   Germany,276,2000,1714751,Mujeres
   Liechtenstein,438,2000,1486,Mujeres
   Luxembourg,442,2000,19771,Mujeres
   Monaco,492,2000,2594,Mujeres
   Netherlands*,528,2000,375171,Mujeres
   Switzerland,756,2000,201076,Mujeres
 LATIN AMERICA AND THE CARIBBEAN,904,2000,12446161,Mujeres
  Caribbean,915,2000,3237341,Mujeres
   Anguilla*,660,2000,1232,Mujeres
   Antigua and Barbuda,28,2000,17926,Mujeres
   Aruba*,533,2000,4267,Mujeres
   Bahamas,44,2000,19564,Mujeres
   Barbados,52,2000,50006,Mujeres
"   Bonaire, Sint Eustatius and Saba*",535,2000,321,Mujeres
   British Virgin Islands*,92,2000,2080,Mujeres
   Cayman Islands*,136,2000,719,Mujeres
   Cuba,192,2000,548199,Mujeres
   Curaçao*,531,2000,1894,Mujeres
   Dominica,212,2000,25891,Mujeres
   Dominican Republic,214,2000,513415,Mujeres
   Grenada,308,2000,34908,Mujeres
   Guadeloupe*,312,2000,4515,Mujeres
   Haiti,332,2000,368789,Mujeres
   Jamaica,388,2000,472377,Mujeres
   Martinique*,474,2000,7521,Mujeres
   Montserrat*,500,2000,9049,Mujeres
   Puerto Rico*,630,2000,911887,Mujeres
   Saint Barthélemy*,652,2000,0,Mujeres
   Saint Kitts and Nevis,659,2000,16558,Mujeres
   Saint Lucia,662,2000,21885,Mujeres
   Saint Martin (French part)*,663,2000,0,Mujeres
   Saint Vincent and the Grenadines,670,2000,27328,Mujeres
   Sint Maarten (Dutch part)*,534,2000,595,Mujeres
   Trinidad and Tobago,780,2000,174387,Mujeres
   Turks and Caicos Islands*,796,2000,395,Mujeres
   United States Virgin Islands*,850,2000,1633,Mujeres
  Central America,916,2000,5751225,Mujeres
   Belize,84,2000,27790,Mujeres
   Costa Rica,188,2000,60681,Mujeres
   El Salvador,222,2000,468858,Mujeres
   Guatemala,320,2000,284942,Mujeres
   Honduras,340,2000,193716,Mujeres
   Mexico,484,2000,4389888,Mujeres
   Nicaragua,558,2000,256425,Mujeres
   Panama,591,2000,68925,Mujeres
  South America,931,2000,3457595,Mujeres
   Argentina,32,2000,287155,Mujeres
   Bolivia (Plurinational State of),68,2000,169983,Mujeres
   Brazil,76,2000,533690,Mujeres
   Chile,152,2000,265126,Mujeres
   Colombia,170,2000,775690,Mujeres
   Ecuador,218,2000,228646,Mujeres
   Falkland Islands (Malvinas)*,238,2000,734,Mujeres
   French Guiana*,254,2000,2092,Mujeres
   Guyana,328,2000,190738,Mujeres
   Paraguay,600,2000,211965,Mujeres
   Peru,604,2000,382535,Mujeres
   Suriname,740,2000,112481,Mujeres
   Uruguay,858,2000,120223,Mujeres
   Venezuela (Bolivarian Republic of),862,2000,176537,Mujeres
 NORTHERN AMERICA,905,2000,1721468,Mujeres
   Bermuda*,60,2000,7117,Mujeres
   Canada,124,2000,715140,Mujeres
   Greenland*,304,2000,7976,Mujeres
   Saint Pierre and Miquelon*,666,2000,224,Mujeres
   United States of America*,840,2000,991011,Mujeres
 OCEANIA ,909,2000,642390,Mujeres
  Australia and New Zealand,927,2000,450533,Mujeres
   Australia*,36,2000,206283,Mujeres
   New Zealand*,554,2000,244250,Mujeres
  Melanesia,928,2000,77917,Mujeres
   Fiji,242,2000,68600,Mujeres
   New Caledonia*,540,2000,2667,Mujeres
   Papua New Guinea,598,2000,2273,Mujeres
   Solomon Islands,90,2000,1382,Mujeres
   Vanuatu,548,2000,2995,Mujeres
  Micronesia,954,2000,19784,Mujeres
   Guam*,316,2000,1410,Mujeres
   Kiribati,296,2000,2093,Mujeres
   Marshall Islands,584,2000,3487,Mujeres
   Micronesia (Fed. States of),583,2000,8396,Mujeres
   Nauru,520,2000,824,Mujeres
   Northern Mariana Islands*,580,2000,1432,Mujeres
   Palau,585,2000,2142,Mujeres
  Polynesia*,957,2000,94156,Mujeres
   American Samoa*,16,2000,1557,Mujeres
   Cook Islands*,184,2000,9987,Mujeres
   French Polynesia*,258,2000,2175,Mujeres
   Niue*,570,2000,2961,Mujeres
   Samoa,882,2000,47970,Mujeres
   Tokelau*,772,2000,1044,Mujeres
   Tonga,776,2000,23565,Mujeres
   Tuvalu,798,2000,1257,Mujeres
   Wallis and Futuna Islands*,876,2000,3640,Mujeres
OTHER,2003,2000,3469772,Mujeres
WORLD,900,2005,93783747,Mujeres
  Sub-Saharan Africa,947,2005,8047927,Mujeres
  Northern Africa and Western Asia,1833,2005,9770550,Mujeres
  Central and Southern Asia,921,2005,14451806,Mujeres
  Eastern and South-Eastern Asia,1832,2005,13069932,Mujeres
  Latin America and the Caribbean,1830,2005,14842839,Mujeres
  Oceania (excluding Australia and New Zealand),1835,2005,208246,Mujeres
  Australia and New Zealand,927,2005,502354,Mujeres
  Europe and Northern America,1829,2005,29166292,Mujeres
  Developed regions,901,2005,30046328,Mujeres
  Less developed regions,902,2005,60013618,Mujeres
" Less developed regions, excluding least developed countries",934,2005,46620199,Mujeres
" Less developed regions, excluding China",948,2005,55791667,Mujeres
  Least developed countries,941,2005,13393419,Mujeres
  Land-locked Developing Countries (LLDC),1636,2005,11678885,Mujeres
  Small island developing States (SIDS),1637,2005,4560774,Mujeres
  High-income countries,1503,2005,21269750,Mujeres
  Middle-income countries,1517,2005,60379938,Mujeres
 Upper-middle-income countries,1502,2005,33578173,Mujeres
 Lower-middle-income countries,1501,2005,26801765,Mujeres
  Low-income countries,1500,2005,8300352,Mujeres
 AFRICA,903,2005,11463019,Mujeres
  Eastern Africa,910,2005,2871751,Mujeres
   Burundi,108,2005,233271,Mujeres
   Comoros,174,2005,46304,Mujeres
   Djibouti,262,2005,5694,Mujeres
   Eritrea,232,2005,146249,Mujeres
   Ethiopia,231,2005,240027,Mujeres
   Kenya,404,2005,188462,Mujeres
   Madagascar,450,2005,84402,Mujeres
   Malawi,454,2005,92637,Mujeres
   Mauritius*,480,2005,70870,Mujeres
   Mayotte*,175,2005,3331,Mujeres
   Mozambique,508,2005,252681,Mujeres
   Réunion*,638,2005,1488,Mujeres
   Rwanda,646,2005,146644,Mujeres
   Seychelles,690,2005,13316,Mujeres
   Somalia,706,2005,492083,Mujeres
   South Sudan,728,2005,103926,Mujeres
   Uganda,800,2005,294721,Mujeres
   United Republic of Tanzania*,834,2005,116274,Mujeres
   Zambia,894,2005,94523,Mujeres
   Zimbabwe,716,2005,244848,Mujeres
  Middle Africa,911,2005,1340374,Mujeres
   Angola,24,2005,363307,Mujeres
   Cameroon,120,2005,110533,Mujeres
   Central African Republic,140,2005,69895,Mujeres
   Chad,148,2005,96843,Mujeres
   Congo,178,2005,85985,Mujeres
   Democratic Republic of the Congo,180,2005,539002,Mujeres
   Equatorial Guinea,226,2005,37978,Mujeres
   Gabon,266,2005,20886,Mujeres
   Sao Tome and Principe,678,2005,15945,Mujeres
  Northern Africa,912,2005,3415092,Mujeres
   Algeria,12,2005,763845,Mujeres
   Egypt,818,2005,623543,Mujeres
   Libya,434,2005,47006,Mujeres
   Morocco,504,2005,1102866,Mujeres
   Sudan,729,2005,569015,Mujeres
   Tunisia,788,2005,249533,Mujeres
   Western Sahara,732,2005,59284,Mujeres
  Southern Africa,913,2005,447827,Mujeres
   Botswana,72,2005,13466,Mujeres
   Eswatini,748,2005,20218,Mujeres
   Lesotho,426,2005,73609,Mujeres
   Namibia,516,2005,33403,Mujeres
   South Africa,710,2005,307131,Mujeres
  Western Africa,914,2005,3387975,Mujeres
   Benin,204,2005,223485,Mujeres
   Burkina Faso,854,2005,594707,Mujeres
   Cabo Verde,132,2005,75369,Mujeres
   Côte d'Ivoire,384,2005,370683,Mujeres
   Gambia,270,2005,24249,Mujeres
   Ghana,288,2005,310626,Mujeres
   Guinea,324,2005,175848,Mujeres
   Guinea-Bissau,624,2005,37518,Mujeres
   Liberia,430,2005,180792,Mujeres
   Mali,466,2005,390423,Mujeres
   Mauritania,478,2005,39309,Mujeres
   Niger,562,2005,120313,Mujeres
   Nigeria,566,2005,376823,Mujeres
   Saint Helena*,654,2005,1949,Mujeres
   Senegal,686,2005,183836,Mujeres
   Sierra Leone,694,2005,75202,Mujeres
   Togo,768,2005,206843,Mujeres
 ASIA,935,2005,33877196,Mujeres
  Central Asia,5500,2005,3546128,Mujeres
   Kazakhstan,398,2005,1981328,Mujeres
   Kyrgyzstan,417,2005,336927,Mujeres
   Tajikistan,762,2005,258492,Mujeres
   Turkmenistan,795,2005,119314,Mujeres
   Uzbekistan,860,2005,850067,Mujeres
  Eastern Asia,906,2005,5669339,Mujeres
   China*,156,2005,3790167,Mujeres
"   China, Hong Kong SAR*",344,2005,375305,Mujeres
"   China, Macao SAR*",446,2005,56479,Mujeres
"   China, Taiwan Province of China*",158,2005,0,Mujeres
   Dem. People's Republic of Korea,408,2005,42684,Mujeres
   Japan,392,2005,377682,Mujeres
   Mongolia,496,2005,22597,Mujeres
   Republic of Korea,410,2005,1004425,Mujeres
  South-Eastern Asia,920,2005,7400593,Mujeres
   Brunei Darussalam,96,2005,18728,Mujeres
   Cambodia,116,2005,354758,Mujeres
   Indonesia,360,2005,1237063,Mujeres
   Lao People's Democratic Republic,418,2005,475543,Mujeres
   Malaysia*,458,2005,748004,Mujeres
   Myanmar,104,2005,776146,Mujeres
   Philippines,608,2005,2075491,Mujeres
   Singapore,702,2005,122389,Mujeres
   Thailand,764,2005,401665,Mujeres
   Timor-Leste,626,2005,44707,Mujeres
   Viet Nam,704,2005,1146099,Mujeres
  Southern Asia,5501,2005,10905678,Mujeres
   Afghanistan,4,2005,1833762,Mujeres
   Bangladesh,50,2005,2229277,Mujeres
   Bhutan,64,2005,58805,Mujeres
   India,356,2005,3784675,Mujeres
   Iran (Islamic Republic of),364,2005,396419,Mujeres
   Maldives,462,2005,1086,Mujeres
   Nepal,524,2005,613191,Mujeres
   Pakistan,586,2005,1473302,Mujeres
   Sri Lanka,144,2005,515161,Mujeres
  Western Asia,922,2005,6355458,Mujeres
   Armenia,51,2005,413006,Mujeres
   Azerbaijan*,31,2005,698481,Mujeres
   Bahrain,48,2005,24744,Mujeres
   Cyprus*,196,2005,77589,Mujeres
   Georgia*,268,2005,431644,Mujeres
   Iraq,368,2005,594383,Mujeres
   Israel,376,2005,156134,Mujeres
   Jordan,400,2005,163515,Mujeres
   Kuwait,414,2005,52905,Mujeres
   Lebanon,422,2005,256466,Mujeres
   Oman,512,2005,8822,Mujeres
   Qatar,634,2005,8216,Mujeres
   Saudi Arabia,682,2005,73279,Mujeres
   State of Palestine*,275,2005,1591225,Mujeres
   Syrian Arab Republic,760,2005,329037,Mujeres
   Turkey,792,2005,1203110,Mujeres
   United Arab Emirates,784,2005,56056,Mujeres
   Yemen,887,2005,216846,Mujeres
 EUROPE,908,2005,27275792,Mujeres
  Eastern Europe,923,2005,14131109,Mujeres
   Belarus,112,2005,897958,Mujeres
   Bulgaria,100,2005,481022,Mujeres
   Czechia,203,2005,415468,Mujeres
   Hungary,348,2005,237793,Mujeres
   Poland,616,2005,1576286,Mujeres
   Republic of Moldova*,498,2005,373243,Mujeres
   Romania,642,2005,1118982,Mujeres
   Russian Federation,643,2005,5877921,Mujeres
   Slovakia,703,2005,143309,Mujeres
   Ukraine*,804,2005,3009127,Mujeres
  Northern Europe,924,2005,3525477,Mujeres
   Channel Islands*,830,2005,7648,Mujeres
   Denmark*,208,2005,118135,Mujeres
   Estonia,233,2005,82277,Mujeres
   Faroe Islands*,234,2005,7284,Mujeres
   Finland*,246,2005,179283,Mujeres
   Iceland,352,2005,14509,Mujeres
   Ireland,372,2005,427536,Mujeres
   Isle of Man*,833,2005,4317,Mujeres
   Latvia,428,2005,149109,Mujeres
   Lithuania,440,2005,232639,Mujeres
   Norway*,578,2005,96735,Mujeres
   Sweden,752,2005,149018,Mujeres
   United Kingdom*,826,2005,2056987,Mujeres
  Southern Europe,925,2005,5715861,Mujeres
   Albania,8,2005,448663,Mujeres
   Andorra,20,2005,2986,Mujeres
   Bosnia and Herzegovina,70,2005,774336,Mujeres
   Croatia,191,2005,439882,Mujeres
   Gibraltar*,292,2005,4900,Mujeres
   Greece,300,2005,417424,Mujeres
   Holy See*,336,2005,56,Mujeres
   Italy,380,2005,1285240,Mujeres
   Malta,470,2005,50426,Mujeres
   Montenegro,499,2005,77681,Mujeres
   North Macedonia,807,2005,228915,Mujeres
   Portugal,620,2005,843650,Mujeres
   San Marino,674,2005,1609,Mujeres
   Serbia*,688,2005,469414,Mujeres
   Slovenia,705,2005,66597,Mujeres
   Spain*,724,2005,604082,Mujeres
  Western Europe,926,2005,3903345,Mujeres
   Austria,40,2005,265861,Mujeres
   Belgium,56,2005,235051,Mujeres
   France*,250,2005,892023,Mujeres
   Germany,276,2005,1813302,Mujeres
   Liechtenstein,438,2005,1628,Mujeres
   Luxembourg,442,2005,26492,Mujeres
   Monaco,492,2005,9523,Mujeres
   Netherlands*,528,2005,392663,Mujeres
   Switzerland,756,2005,266802,Mujeres
 LATIN AMERICA AND THE CARIBBEAN,904,2005,14842839,Mujeres
  Caribbean,915,2005,3527306,Mujeres
   Anguilla*,660,2005,1205,Mujeres
   Antigua and Barbuda,28,2005,19818,Mujeres
   Aruba*,533,2005,5252,Mujeres
   Bahamas,44,2005,19672,Mujeres
   Barbados,52,2005,49024,Mujeres
"   Bonaire, Sint Eustatius and Saba*",535,2005,375,Mujeres
   British Virgin Islands*,92,2005,2232,Mujeres
   Cayman Islands*,136,2005,700,Mujeres
   Cuba,192,2005,606844,Mujeres
   Curaçao*,531,2005,2291,Mujeres
   Dominica,212,2005,35265,Mujeres
   Dominican Republic,214,2005,583494,Mujeres
   Grenada,308,2005,35788,Mujeres
   Guadeloupe*,312,2005,5249,Mujeres
   Haiti,332,2005,452240,Mujeres
   Jamaica,388,2005,502343,Mujeres
   Martinique*,474,2005,7703,Mujeres
   Montserrat*,500,2005,8720,Mujeres
   Puerto Rico*,630,2005,929213,Mujeres
   Saint Barthélemy*,652,2005,0,Mujeres
   Saint Kitts and Nevis,659,2005,18038,Mujeres
   Saint Lucia,662,2005,26404,Mujeres
   Saint Martin (French part)*,663,2005,0,Mujeres
   Saint Vincent and the Grenadines,670,2005,28982,Mujeres
   Sint Maarten (Dutch part)*,534,2005,623,Mujeres
   Trinidad and Tobago,780,2005,183603,Mujeres
   Turks and Caicos Islands*,796,2005,665,Mujeres
   United States Virgin Islands*,850,2005,1563,Mujeres
  Central America,916,2005,6554307,Mujeres
   Belize,84,2005,29627,Mujeres
   Costa Rica,188,2005,67035,Mujeres
   El Salvador,222,2005,550417,Mujeres
   Guatemala,320,2005,361464,Mujeres
   Honduras,340,2005,253140,Mujeres
   Mexico,484,2005,4940675,Mujeres
   Nicaragua,558,2005,285850,Mujeres
   Panama,591,2005,66099,Mujeres
  South America,931,2005,4761226,Mujeres
   Argentina,32,2005,407751,Mujeres
   Bolivia (Plurinational State of),68,2005,277877,Mujeres
   Brazil,76,2005,682853,Mujeres
   Chile,152,2005,281709,Mujeres
   Colombia,170,2005,1024586,Mujeres
   Ecuador,218,2005,507799,Mujeres
   Falkland Islands (Malvinas)*,238,2005,628,Mujeres
   French Guiana*,254,2005,2188,Mujeres
   Guyana,328,2005,207501,Mujeres
   Paraguay,600,2005,307266,Mujeres
   Peru,604,2005,531859,Mujeres
   Suriname,740,2005,133495,Mujeres
   Uruguay,858,2005,152545,Mujeres
   Venezuela (Bolivarian Republic of),862,2005,243169,Mujeres
 NORTHERN AMERICA,905,2005,1890500,Mujeres
   Bermuda*,60,2005,7516,Mujeres
   Canada,124,2005,732574,Mujeres
   Greenland*,304,2005,8580,Mujeres
   Saint Pierre and Miquelon*,666,2005,207,Mujeres
   United States of America*,840,2005,1141623,Mujeres
 OCEANIA ,909,2005,710600,Mujeres
  Australia and New Zealand,927,2005,502354,Mujeres
   Australia*,36,2005,227715,Mujeres
   New Zealand*,554,2005,274639,Mujeres
  Melanesia,928,2005,91751,Mujeres
   Fiji,242,2005,81698,Mujeres
   New Caledonia*,540,2005,2733,Mujeres
   Papua New Guinea,598,2005,2269,Mujeres
   Solomon Islands,90,2005,1543,Mujeres
   Vanuatu,548,2005,3508,Mujeres
  Micronesia,954,2005,20098,Mujeres
   Guam*,316,2005,1307,Mujeres
   Kiribati,296,2005,2081,Mujeres
   Marshall Islands,584,2005,3317,Mujeres
   Micronesia (Fed. States of),583,2005,9119,Mujeres
   Nauru,520,2005,936,Mujeres
   Northern Mariana Islands*,580,2005,1379,Mujeres
   Palau,585,2005,1959,Mujeres
  Polynesia*,957,2005,96397,Mujeres
   American Samoa*,16,2005,1261,Mujeres
   Cook Islands*,184,2005,10030,Mujeres
   French Polynesia*,258,2005,1347,Mujeres
   Niue*,570,2005,2703,Mujeres
   Samoa,882,2005,50391,Mujeres
   Tokelau*,772,2005,1053,Mujeres
   Tonga,776,2005,24440,Mujeres
   Tuvalu,798,2005,1435,Mujeres
   Wallis and Futuna Islands*,876,2005,3737,Mujeres
OTHER,2003,2005,3723801,Mujeres
WORLD,900,2010,107042306,Mujeres
  Sub-Saharan Africa,947,2010,9411604,Mujeres
  Northern Africa and Western Asia,1833,2010,11064248,Mujeres
  Central and Southern Asia,921,2010,16638221,Mujeres
  Eastern and South-Eastern Asia,1832,2010,15846242,Mujeres
  Latin America and the Caribbean,1830,2010,17780032,Mujeres
  Oceania (excluding Australia and New Zealand),1835,2010,227037,Mujeres
  Australia and New Zealand,927,2010,575326,Mujeres
  Europe and Northern America,1829,2010,31343852,Mujeres
  Developed regions,901,2010,32323370,Mujeres
  Less developed regions,902,2010,70563192,Mujeres
" Less developed regions, excluding least developed countries",934,2010,54880710,Mujeres
" Less developed regions, excluding China",948,2010,65453615,Mujeres
  Least developed countries,941,2010,15682482,Mujeres
  Land-locked Developing Countries (LLDC),1636,2010,13513622,Mujeres
  Small island developing States (SIDS),1637,2010,5115756,Mujeres
  High-income countries,1503,2010,23864846,Mujeres
  Middle-income countries,1517,2010,69104651,Mujeres
 Upper-middle-income countries,1502,2010,38088831,Mujeres
 Lower-middle-income countries,1501,2010,31015820,Mujeres
  Low-income countries,1500,2010,9779608,Mujeres
 AFRICA,903,2010,13194997,Mujeres
  Eastern Africa,910,2010,3591380,Mujeres
   Burundi,108,2010,140342,Mujeres
   Comoros,174,2010,54935,Mujeres
   Djibouti,262,2010,6619,Mujeres
   Eritrea,232,2010,155910,Mujeres
   Ethiopia,231,2010,311247,Mujeres
   Kenya,404,2010,228653,Mujeres
   Madagascar,450,2010,96226,Mujeres
   Malawi,454,2010,109340,Mujeres
   Mauritius*,480,2010,80619,Mujeres
   Mayotte*,175,2010,3229,Mujeres
   Mozambique,508,2010,284972,Mujeres
   Réunion*,638,2010,1666,Mujeres
   Rwanda,646,2010,172531,Mujeres
   Seychelles,690,2010,14763,Mujeres
   Somalia,706,2010,755523,Mujeres
   South Sudan,728,2010,192714,Mujeres
   Uganda,800,2010,382328,Mujeres
   United Republic of Tanzania*,834,2010,130663,Mujeres
   Zambia,894,2010,96614,Mujeres
   Zimbabwe,716,2010,372486,Mujeres
  Middle Africa,911,2010,1511921,Mujeres
   Angola,24,2010,329021,Mujeres
   Cameroon,120,2010,142568,Mujeres
   Central African Republic,140,2010,125698,Mujeres
   Chad,148,2010,90115,Mujeres
   Congo,178,2010,86906,Mujeres
   Democratic Republic of the Congo,180,2010,657845,Mujeres
   Equatorial Guinea,226,2010,44281,Mujeres
   Gabon,266,2010,18868,Mujeres
   Sao Tome and Principe,678,2010,16619,Mujeres
  Northern Africa,912,2010,3783393,Mujeres
   Algeria,12,2010,741411,Mujeres
   Egypt,818,2010,838958,Mujeres
   Libya,434,2010,60313,Mujeres
   Morocco,504,2010,1280424,Mujeres
   Sudan,729,2010,527726,Mujeres
   Tunisia,788,2010,254298,Mujeres
   Western Sahara,732,2010,80263,Mujeres
  Southern Africa,913,2010,589580,Mujeres
   Botswana,72,2010,18139,Mujeres
   Eswatini,748,2010,31228,Mujeres
   Lesotho,426,2010,113173,Mujeres
   Namibia,516,2010,50745,Mujeres
   South Africa,710,2010,376295,Mujeres
  Western Africa,914,2010,3718723,Mujeres
   Benin,204,2010,242958,Mujeres
   Burkina Faso,854,2010,632559,Mujeres
   Cabo Verde,132,2010,82689,Mujeres
   Côte d'Ivoire,384,2010,476098,Mujeres
   Gambia,270,2010,29575,Mujeres
   Ghana,288,2010,357279,Mujeres
