Region,Notes,Location code,Type of data,Year,Tasa de Cambio Anual,Género
   Cook Islands*,37.0,184,B R,1995-2000,0.7,Combinado
   French Polynesia*,38.0,258,B R,1995-2000,1.3,Combinado
   Niue*,39.0,570,B,1995-2000,0.7,Combinado
   Samoa,0,882,B R,1995-2000,4.9,Combinado
   Tokelau*,40.0,772,B R,1995-2000,6.8,Combinado
   Tonga,0,776,B R,1995-2000,2.4,Combinado
   Tuvalu,0,798,C,1995-2000,-3.8,Combinado
   Wallis and Futuna Islands*,41.0,876,B R,1995-2000,3.4,Combinado
   Burundi,0,108,B R,2000-2005,8.6,Combinado
   Comoros,0,174,B,2000-2005,-0.9,Combinado
   Djibouti,0,262,B R,2000-2005,-1.7,Combinado
   Eritrea,0,232,I R,2000-2005,4.1,Combinado
   Ethiopia,0,231,B R,2000-2005,-3.5,Combinado
   Kenya,0,404,B R,2000-2005,1.8,Combinado
   Madagascar,0,450,C R,2000-2005,2.0,Combinado
   Malawi,0,454,B R,2000-2005,-1.0,Combinado
   Mauritius*,0,480,C,2000-2005,4.7,Combinado
   Mayotte*,1.0,175,B R,2000-2005,6.6,Combinado
   Mozambique,0,508,B R,2000-2005,6.3,Combinado
   Réunion*,2.0,638,B,2000-2005,2.7,Combinado
   Rwanda,0,646,B R,2000-2005,4.0,Combinado
   Seychelles,0,690,B,2000-2005,6.3,Combinado
   Somalia,0,706,I R,2000-2005,0.7,Combinado
   South Sudan,0,728,B R,2000-2005,0.0,Combinado
   Uganda,0,800,B R,2000-2005,0.3,Combinado
   United Republic of Tanzania*,0,834,B R,2000-2005,-4.2,Combinado
   Zambia,0,894,B R,2000-2005,-6.1,Combinado
   Zimbabwe,0,716,B R,2000-2005,-0.4,Combinado
   Angola,0,24,B R,2000-2005,6.0,Combinado
   Cameroon,0,120,B R,2000-2005,3.1,Combinado
   Central African Republic,0,140,C R,2000-2005,-5.0,Combinado
   Chad,0,148,B R,2000-2005,24.2,Combinado
   Congo,0,178,B R,2000-2005,0.8,Combinado
   Democratic Republic of the Congo,0,180,B R,2000-2005,-3.6,Combinado
   Equatorial Guinea,0,226,C,2000-2005,7.5,Combinado
   Gabon,0,266,C R,2000-2005,1.7,Combinado
   Sao Tome and Principe,0,678,C,2000-2005,-4.8,Combinado
   Algeria,0,12,B R,2000-2005,-4.7,Combinado
   Egypt,0,818,B R,2000-2005,8.7,Combinado
   Libya,0,434,C R,2000-2005,1.9,Combinado
   Morocco,0,504,C R,2000-2005,1.2,Combinado
   Sudan,3.0,729,B R,2000-2005,-7.8,Combinado
   Tunisia,0,788,C R,2000-2005,-0.9,Combinado
   Western Sahara,0,732,I,2000-2005,3.4,Combinado
   Botswana,0,72,B R,2000-2005,2.4,Combinado
   Eswatini,0,748,B R,2000-2005,-0.4,Combinado
   Lesotho,0,426,C R,2000-2005,0.4,Combinado
   Namibia,0,516,B R,2000-2005,-4.7,Combinado
   Benin,0,204,C B R,2000-2005,12.2,Combinado
   Burkina Faso,0,854,B R,2000-2005,2.8,Combinado
   Cabo Verde,0,132,B R,2000-2005,2.8,Combinado
   Côte d'Ivoire,0,384,C B R,2000-2005,0.9,Combinado
   Gambia,0,270,B R,2000-2005,-0.1,Combinado
   Ghana,0,288,B R,2000-2005,9.6,Combinado
   Guinea,0,324,C B R,2000-2005,-17.5,Combinado
   Guinea-Bissau,0,624,B R,2000-2005,0.4,Combinado
   Liberia,0,430,B R,2000-2005,-11.1,Combinado
   Mali,0,466,B R,2000-2005,6.2,Combinado
   Mauritania,0,478,C R,2000-2005,0.3,Combinado
   Niger,0,562,B R,2000-2005,0.4,Combinado
   Nigeria,0,566,C R,2000-2005,13.7,Combinado
   Saint Helena*,4.0,654,C,2000-2005,8.2,Combinado
   Senegal,0,686,B R,2000-2005,0.5,Combinado
   Sierra Leone,0,694,B R,2000-2005,8.0,Combinado
   Togo,0,768,C R,2000-2005,7.8,Combinado
   Kazakhstan,0,398,B R,2000-2005,1.5,Combinado
   Kyrgyzstan,0,417,B R,2000-2005,-4.6,Combinado
   Tajikistan,0,762,B R,2000-2005,-1.3,Combinado
   Turkmenistan,0,795,B R,2000-2005,-0.6,Combinado
   Uzbekistan,0,860,B R,2000-2005,-1.1,Combinado
   China*,0,156,C,2000-2005,5.8,Combinado
"   China, Hong Kong SAR*",0,344,B R,2000-2005,0.4,Combinado
"   China, Macao SAR*",0,446,B,2000-2005,3.0,Combinado
"   China, Taiwan Province of China*",0,158,0,2000-2005,0.0,Combinado
   Dem. People's Republic of Korea,0,408,I,2000-2005,2.1,Combinado
   Japan,0,392,C,2000-2005,3.5,Combinado
   Mongolia,0,496,C R,2000-2005,6.7,Combinado
   Republic of Korea,0,410,C R,2000-2005,13.8,Combinado
   Brunei Darussalam,0,96,B,2000-2005,0.4,Combinado
   Cambodia,0,116,B R,2000-2005,-4.9,Combinado
   Indonesia,0,360,B R,2000-2005,-0.2,Combinado
   Lao People's Democratic Republic,0,418,C R,2000-2005,-1.5,Combinado
   Malaysia*,0,458,C R,2000-2005,5.4,Combinado
   Myanmar,0,104,C,2000-2005,-3.3,Combinado
   Philippines,0,608,C R,2000-2005,-4.2,Combinado
   Singapore,0,702,B,2000-2005,4.7,Combinado
   Thailand,0,764,B R,2000-2005,11.1,Combinado
   Timor-Leste,0,626,B R,2000-2005,1.3,Combinado
   Viet Nam,0,704,C R,2000-2005,-1.8,Combinado
   Afghanistan,0,4,B R,2000-2005,2.8,Combinado
   Bangladesh,0,50,B R,2000-2005,1.5,Combinado
   Bhutan,0,64,B,2000-2005,4.5,Combinado
   India,0,356,B R,2000-2005,-1.5,Combinado
   Iran (Islamic Republic of),0,364,C R,2000-2005,0.6,Combinado
   Maldives,0,462,C,2000-2005,10.2,Combinado
   Nepal,0,524,B R,2000-2005,-1.1,Combinado
   Pakistan,0,586,B R,2000-2005,-5.5,Combinado
   Sri Lanka,0,144,B R,2000-2005,-0.3,Combinado
   Armenia,0,51,B R,2000-2005,-6.8,Combinado
   Azerbaijan*,0,31,B R,2000-2005,-1.6,Combinado
   Bahrain,0,48,C R,2000-2005,10.5,Combinado
   Cyprus*,0,196,B,2000-2005,8.6,Combinado
   Georgia*,0,268,B R,2000-2005,-1.3,Combinado
   Iraq,0,368,C R,2000-2005,-8.9,Combinado
   Israel,0,376,B R,2000-2005,0.4,Combinado
   Jordan,0,400,C R,2000-2005,2.6,Combinado
   Kuwait,0,414,C R,2000-2005,3.4,Combinado
   Lebanon,0,422,B R,2000-2005,1.4,Combinado
   Oman,0,512,C R,2000-2005,1.3,Combinado
   Qatar,0,634,C,2000-2005,11.7,Combinado
   Saudi Arabia,0,682,C R,2000-2005,4.2,Combinado
   State of Palestine*,5.0,275,B,2000-2005,0.0,Combinado
   Syrian Arab Republic,0,760,C R,2000-2005,1.1,Combinado
   Turkey,0,792,B R,2000-2005,0.7,Combinado
   United Arab Emirates,0,784,C R,2000-2005,5.9,Combinado
   Yemen,0,887,C R,2000-2005,3.4,Combinado
   Belarus,0,112,B,2000-2005,-0.3,Combinado
   Bulgaria,0,100,B,2000-2005,6.9,Combinado
   Czechia,0,203,C,2000-2005,7.6,Combinado
   Hungary,0,348,B,2000-2005,4.2,Combinado
   Poland,0,616,B,2000-2005,-2.7,Combinado
   Republic of Moldova*,0,498,B,2000-2005,-7.4,Combinado
   Romania,0,642,B,2000-2005,1.6,Combinado
   Russian Federation,0,643,B,2000-2005,-0.4,Combinado
   Slovakia,0,703,B,2000-2005,2.3,Combinado
   Ukraine*,0,804,B,2000-2005,-1.8,Combinado
   Channel Islands*,6.0,830,B,2000-2005,2.0,Combinado
   Denmark*,7.0,208,B,2000-2005,3.4,Combinado
   Estonia,0,233,B,2000-2005,-1.3,Combinado
   Faroe Islands*,8.0,234,B,2000-2005,4.9,Combinado
   Finland*,0,246,B,2000-2005,6.9,Combinado
   Iceland,0,352,B,2000-2005,9.5,Combinado
   Ireland,0,372,B,2000-2005,10.4,Combinado
   Isle of Man*,9.0,833,B,2000-2005,1.2,Combinado
   Latvia,0,428,B,2000-2005,-2.7,Combinado
   Lithuania,0,440,B,2000-2005,-1.3,Combinado
   Norway*,0,578,B,2000-2005,4.2,Combinado
   Sweden,0,752,B,2000-2005,2.3,Combinado
   United Kingdom*,10.0,826,B,2000-2005,4.5,Combinado
   Albania,0,8,B,2000-2005,-3.4,Combinado
   Andorra,0,20,C,2000-2005,3.5,Combinado
   Bosnia and Herzegovina,0,70,I R,2000-2005,-11.2,Combinado
   Croatia,0,191,B,2000-2005,-0.2,Combinado
   Gibraltar*,11.0,292,B,2000-2005,2.7,Combinado
   Greece,0,300,B,2000-2005,1.4,Combinado
   Holy See*,0,336,I,2000-2005,0.2,Combinado
   Italy,0,380,B,2000-2005,12.5,Combinado
   Malta,0,470,B,2000-2005,2.6,Combinado
   Montenegro,0,499,B,2000-2005,0.0,Combinado
   North Macedonia,0,807,B,2000-2005,0.3,Combinado
   Portugal,0,620,B,2000-2005,3.4,Combinado
   San Marino,0,674,C,2000-2005,0.8,Combinado
   Serbia*,0,688,B,2000-2005,-2.7,Combinado
   Slovenia,0,705,B,2000-2005,0.3,Combinado
   Spain*,0,724,B,2000-2005,18.2,Combinado
   Austria,0,40,B,2000-2005,2.5,Combinado
   Belgium,0,56,B,2000-2005,-0.3,Combinado
   France*,12.0,250,B,2000-2005,1.4,Combinado
   Germany,0,276,B,2000-2005,0.9,Combinado
   Liechtenstein,0,438,B,2000-2005,4.0,Combinado
   Luxembourg,0,442,B,2000-2005,1.5,Combinado
   Monaco,0,492,B,2000-2005,-0.4,Combinado
   Netherlands*,13.0,528,B,2000-2005,2.2,Combinado
   Switzerland,0,756,B,2000-2005,2.8,Combinado
   Anguilla*,14.0,660,B R,2000-2005,2.8,Combinado
   Antigua and Barbuda,0,28,B R,2000-2005,1.4,Combinado
   Aruba*,15.0,533,B R,2000-2005,1.6,Combinado
   Bahamas,0,44,B R,2000-2005,4.4,Combinado
   Barbados,0,52,B R,2000-2005,1.5,Combinado
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,2000-2005,0.0,Combinado
   British Virgin Islands*,18.0,92,B R,2000-2005,2.9,Combinado
   Cayman Islands*,19.0,136,C R,2000-2005,1.5,Combinado
   Cuba,0,192,B,2000-2005,-9.2,Combinado
   Curaçao*,20.0,531,B R,2000-2005,0.0,Combinado
   Dominica,0,212,B,2000-2005,4.8,Combinado
   Dominican Republic,0,214,B R,2000-2005,1.1,Combinado
   Grenada,0,308,B,2000-2005,0.2,Combinado
   Guadeloupe*,21.0,312,B,2000-2005,1.4,Combinado
   Haiti,0,332,B R,2000-2005,-1.0,Combinado
   Jamaica,0,388,B R,2000-2005,-0.5,Combinado
   Martinique*,22.0,474,B R,2000-2005,0.9,Combinado
   Montserrat*,23.0,500,B,2000-2005,0.5,Combinado
   Puerto Rico*,24.0,630,B,2000-2005,-0.2,Combinado
   Saint Barthélemy*,0,652,0,2000-2005,0.0,Combinado
   Saint Kitts and Nevis,0,659,B R,2000-2005,2.6,Combinado
   Saint Lucia,0,662,B R,2000-2005,-0.1,Combinado
   Saint Martin (French part)*,0,663,0,2000-2005,0.0,Combinado
   Saint Vincent and the Grenadines,0,670,B R,2000-2005,0.6,Combinado
   Sint Maarten (Dutch part)*,25.0,534,B R,2000-2005,0.0,Combinado
   Trinidad and Tobago,0,780,B R,2000-2005,1.4,Combinado
   Turks and Caicos Islands*,26.0,796,B R,2000-2005,7.5,Combinado
   United States Virgin Islands*,27.0,850,B,2000-2005,0.0,Combinado
   Belize,0,84,B R ,2000-2005,2.5,Combinado
   Costa Rica,0,188,B R,2000-2005,2.8,Combinado
   El Salvador,0,222,B R,2000-2005,2.6,Combinado
   Guatemala,0,320,B R,2000-2005,3.5,Combinado
   Honduras,0,340,B R,2000-2005,-0.4,Combinado
   Mexico,0,484,B R,2000-2005,5.6,Combinado
   Nicaragua,0,558,B R,2000-2005,2.8,Combinado
   Panama,0,591,B R,2000-2005,5.4,Combinado
   Argentina,0,32,B R,2000-2005,1.7,Combinado
   Bolivia (Plurinational State of),0,68,B R,2000-2005,3.0,Combinado
   Brazil,0,76,B R,2000-2005,-1.4,Combinado
   Chile,0,152,B,2000-2005,8.9,Combinado
   Colombia,0,170,B,2000-2005,-0.6,Combinado
   Ecuador,0,218,B R,2000-2005,4.5,Combinado
   Falkland Islands (Malvinas)*,28.0,238,B,2000-2005,1.8,Combinado
   French Guiana*,29.0,254,B R,2000-2005,2.4,Combinado
   Guyana,0,328,B R,2000-2005,4.7,Combinado
   Paraguay,0,600,B R,2000-2005,-1.0,Combinado
   Peru,0,604,B R,2000-2005,3.2,Combinado
   Suriname,0,740,C R,2000-2005,4.0,Combinado
   Uruguay,0,858,B R,2000-2005,-1.5,Combinado
   Venezuela (Bolivarian Republic of),0,862,B R,2000-2005,1.2,Combinado
   Bermuda*,30.0,60,B,2000-2005,0.5,Combinado
   Canada,0,124,B,2000-2005,2.0,Combinado
   Greenland*,31.0,304,B,2000-2005,-0.1,Combinado
   Saint Pierre and Miquelon*,32.0,666,B,2000-2005,-4.8,Combinado
   United States of America*,33.0,840,B,2000-2005,2.4,Combinado
   Australia*,0,36,B,2000-2005,2.1,Combinado
   New Zealand*,34.0,554,B,2000-2005,4.3,Combinado
   Fiji,0,242,B R,2000-2005,-0.5,Combinado
   New Caledonia*,0,540,B,2000-2005,2.2,Combinado
   Papua New Guinea,0,598,C R,2000-2005,2.6,Combinado
   Solomon Islands,0,90,B R,2000-2005,-3.9,Combinado
   Vanuatu,0,548,B R,2000-2005,1.3,Combinado
   Guam*,35.0,316,B,2000-2005,0.2,Combinado
   Kiribati,0,296,B,2000-2005,1.7,Combinado
   Marshall Islands,0,584,B,2000-2005,4.9,Combinado
   Micronesia (Fed. States of),0,583,B,2000-2005,-1.4,Combinado
   Nauru,0,520,C R,2000-2005,-1.2,Combinado
   Northern Mariana Islands*,36.0,580,B,2000-2005,-1.3,Combinado
   Palau,0,585,B,2000-2005,-0.9,Combinado
  Polynesia*,0,957,0,2000-2005,0.7,Combinado
   American Samoa*,0,16,B,2000-2005,-0.6,Combinado
   Cook Islands*,37.0,184,B R,2000-2005,3.3,Combinado
   French Polynesia*,38.0,258,B R,2000-2005,1.3,Combinado
   Niue*,39.0,570,B,2000-2005,0.9,Combinado
   Samoa,0,882,B R,2000-2005,-0.9,Combinado
   Tokelau*,40.0,772,B R,2000-2005,6.9,Combinado
   Tonga,0,776,B R,2000-2005,3.1,Combinado
   Tuvalu,0,798,C,2000-2005,-0.8,Combinado
   Wallis and Futuna Islands*,41.0,876,B R,2000-2005,1.7,Combinado
   Burundi,0,108,B R,2005-2010,5.0,Combinado
   Comoros,0,174,B,2005-2010,-0.9,Combinado
   Djibouti,0,262,B R,2005-2010,2.1,Combinado
   Eritrea,0,232,I R,2005-2010,-0.1,Combinado
   Ethiopia,0,231,B R,2005-2010,2.0,Combinado
   Kenya,0,404,B R,2005-2010,4.2,Combinado
   Madagascar,0,450,C R,2005-2010,2.1,Combinado
   Malawi,0,454,B R,2005-2010,-0.4,Combinado
   Mauritius*,0,480,C,2005-2010,4.7,Combinado
   Mayotte*,1.0,175,B R,2005-2010,2.8,Combinado
   Mozambique,0,508,B R,2005-2010,2.6,Combinado
   Réunion*,2.0,638,B,2005-2010,1.3,Combinado
   Rwanda,0,646,B R,2005-2010,0.2,Combinado
   Seychelles,0,690,B,2005-2010,4.8,Combinado
   Somalia,0,706,I R,2005-2010,16.8,Combinado
   South Sudan,0,728,B R,2005-2010,0.0,Combinado
   Uganda,0,800,B R,2005-2010,-3.7,Combinado
   United Republic of Tanzania*,0,834,B R,2005-2010,-18.2,Combinado
   Zambia,0,894,B R,2005-2010,-10.5,Combinado
   Zimbabwe,0,716,B R,2005-2010,-0.2,Combinado
   Angola,0,24,B R,2005-2010,33.7,Combinado
   Cameroon,0,120,B R,2005-2010,1.9,Combinado
   Central African Republic,0,140,C R,2005-2010,-0.4,Combinado
   Chad,0,148,B R,2005-2010,3.4,Combinado
   Congo,0,178,B R,2005-2010,5.8,Combinado
   Democratic Republic of the Congo,0,180,B R,2005-2010,-1.1,Combinado
   Equatorial Guinea,0,226,C,2005-2010,5.5,Combinado
   Gabon,0,266,C R,2005-2010,2.9,Combinado
   Sao Tome and Principe,0,678,C,2005-2010,-4.8,Combinado
   Algeria,0,12,B R,2005-2010,1.9,Combinado
   Egypt,0,818,B R,2005-2010,1.7,Combinado
   Libya,0,434,C R,2005-2010,1.9,Combinado
   Morocco,0,504,C R,2005-2010,4.7,Combinado
   Sudan,3.0,729,B R,2005-2010,2.5,Combinado
   Tunisia,0,788,C R,2005-2010,4.2,Combinado
   Western Sahara,0,732,I,2005-2010,2.9,Combinado
   Botswana,0,72,B R,2005-2010,2.3,Combinado
   Eswatini,0,748,B R,2005-2010,-0.5,Combinado
   Lesotho,0,426,C R,2005-2010,0.4,Combinado
   Namibia,0,516,B R,2005-2010,-0.7,Combinado
   Benin,0,204,C B R,2005-2010,4.4,Combinado
   Burkina Faso,0,854,B R,2005-2010,2.4,Combinado
   Cabo Verde,0,132,B R,2005-2010,2.5,Combinado
   Côte d'Ivoire,0,384,C B R,2005-2010,0.9,Combinado
   Gambia,0,270,B R,2005-2010,0.4,Combinado
   Ghana,0,288,B R,2005-2010,1.7,Combinado
   Guinea,0,324,C B R,2005-2010,-5.3,Combinado
   Guinea-Bissau,0,624,B R,2005-2010,0.5,Combinado
   Liberia,0,430,B R,2005-2010,2.6,Combinado
   Mali,0,466,B R,2005-2010,5.5,Combinado
   Mauritania,0,478,C R,2005-2010,7.6,Combinado
   Niger,0,562,B R,2005-2010,0.3,Combinado
   Nigeria,0,566,C R,2005-2010,0.4,Combinado
   Saint Helena*,4.0,654,C,2005-2010,8.4,Combinado
   Senegal,0,686,B R,2005-2010,1.4,Combinado
   Sierra Leone,0,694,B R,2005-2010,-12.2,Combinado
   Togo,0,768,C R,2005-2010,4.5,Combinado
   Kazakhstan,0,398,B R,2005-2010,1.4,Combinado
   Kyrgyzstan,0,417,B R,2005-2010,-5.8,Combinado
   Tajikistan,0,762,B R,2005-2010,0.0,Combinado
   Turkmenistan,0,795,B R,2005-2010,-1.5,Combinado
   Uzbekistan,0,860,B R,2005-2010,-1.7,Combinado
   China*,0,156,C,2005-2010,4.5,Combinado
"   China, Hong Kong SAR*",0,344,B R,2005-2010,0.4,Combinado
"   China, Macao SAR*",0,446,B,2005-2010,2.6,Combinado
"   China, Taiwan Province of China*",0,158,0,2005-2010,0.0,Combinado
   Dem. People's Republic of Korea,0,408,I,2005-2010,1.9,Combinado
   Japan,0,392,C,2005-2010,1.2,Combinado
   Mongolia,0,496,C R,2005-2010,6.7,Combinado
   Republic of Korea,0,410,C R,2005-2010,12.8,Combinado
   Brunei Darussalam,0,96,B,2005-2010,0.4,Combinado
   Cambodia,0,116,B R,2005-2010,-6.6,Combinado
   Indonesia,0,360,B R,2005-2010,1.2,Combinado
   Lao People's Democratic Republic,0,418,C R,2005-2010,9.6,Combinado
   Malaysia*,0,458,C R,2005-2010,4.6,Combinado
   Myanmar,0,104,C,2005-2010,-1.7,Combinado
   Philippines,0,608,C R,2005-2010,-4.2,Combinado
   Singapore,0,702,B,2005-2010,4.7,Combinado
   Thailand,0,764,B R,2005-2010,7.7,Combinado
   Timor-Leste,0,626,B R,2005-2010,0.4,Combinado
   Viet Nam,0,704,C R,2005-2010,3.5,Combinado
   Afghanistan,0,4,B R,2005-2010,3.2,Combinado
   Bangladesh,0,50,B R,2005-2010,4.7,Combinado
   Bhutan,0,64,B,2005-2010,3.7,Combinado
   India,0,356,B R,2005-2010,-1.3,Combinado
   Iran (Islamic Republic of),0,364,C R,2005-2010,1.3,Combinado
   Maldives,0,462,C,2005-2010,3.9,Combinado
   Nepal,0,524,B R,2005-2010,-3.1,Combinado
   Pakistan,0,586,B R,2005-2010,4.3,Combinado
   Sri Lanka,0,144,B R,2005-2010,-0.3,Combinado
   Armenia,0,51,B R,2005-2010,-16.0,Combinado
   Azerbaijan*,0,31,B R,2005-2010,-1.7,Combinado
   Bahrain,0,48,C R,2005-2010,10.0,Combinado
   Cyprus*,0,196,B,2005-2010,8.6,Combinado
   Georgia*,0,268,B R,2005-2010,0.5,Combinado
   Iraq,0,368,C R,2005-2010,-2.3,Combinado
   Israel,0,376,B R,2005-2010,0.7,Combinado
   Jordan,0,400,C R,2005-2010,4.7,Combinado
   Kuwait,0,414,C R,2005-2010,6.8,Combinado
   Lebanon,0,422,B R,2005-2010,1.3,Combinado
   Oman,0,512,C R,2005-2010,4.1,Combinado
   Qatar,0,634,C,2005-2010,16.3,Combinado
   Saudi Arabia,0,682,C R,2005-2010,5.2,Combinado
   State of Palestine*,5.0,275,B,2005-2010,0.0,Combinado
   Syrian Arab Republic,0,760,C R,2005-2010,14.1,Combinado
   Turkey,0,792,B R,2005-2010,0.7,Combinado
   United Arab Emirates,0,784,C R,2005-2010,16.0,Combinado
   Yemen,0,887,C R,2005-2010,10.4,Combinado
   Belarus,0,112,B,2005-2010,-0.3,Combinado
   Bulgaria,0,100,B,2005-2010,4.4,Combinado
   Czechia,0,203,C,2005-2010,4.2,Combinado
   Hungary,0,348,B,2005-2010,3.5,Combinado
   Poland,0,616,B,2005-2010,-2.3,Combinado
   Republic of Moldova*,0,498,B,2005-2010,-5.6,Combinado
   Romania,0,642,B,2005-2010,4.0,Combinado
   Russian Federation,0,643,B,2005-2010,-0.8,Combinado
   Slovakia,0,703,B,2005-2010,2.3,Combinado
   Ukraine*,0,804,B,2005-2010,-0.9,Combinado
   Channel Islands*,6.0,830,B,2005-2010,1.8,Combinado
   Denmark*,7.0,208,B,2005-2010,2.6,Combinado
   Estonia,0,233,B,2005-2010,-1.4,Combinado
   Faroe Islands*,8.0,234,B,2005-2010,2.1,Combinado
   Finland*,0,246,B,2005-2010,3.5,Combinado
   Iceland,0,352,B,2005-2010,6.4,Combinado
   Ireland,0,372,B,2005-2010,4.3,Combinado
   Isle of Man*,9.0,833,B,2005-2010,0.9,Combinado
   Latvia,0,428,B,2005-2010,-3.7,Combinado
   Lithuania,0,440,B,2005-2010,-4.5,Combinado
   Norway*,0,578,B,2005-2010,7.5,Combinado
   Sweden,0,752,B,2005-2010,3.4,Combinado
   United Kingdom*,10.0,826,B,2005-2010,3.7,Combinado
   Albania,0,8,B,2005-2010,-4.1,Combinado
   Andorra,0,20,C,2005-2010,0.7,Combinado
   Bosnia and Herzegovina,0,70,I R,2005-2010,-3.9,Combinado
   Croatia,0,191,B,2005-2010,-0.2,Combinado
   Gibraltar*,11.0,292,B,2005-2010,2.4,Combinado
   Greece,0,300,B,2005-2010,2.1,Combinado
   Holy See*,0,336,I,2005-2010,-0.4,Combinado
   Italy,0,380,B,2005-2010,7.6,Combinado
   Malta,0,470,B,2005-2010,5.9,Combinado
   Montenegro,0,499,B,2005-2010,0.0,Combinado
   North Macedonia,0,807,B,2005-2010,0.3,Combinado
   Portugal,0,620,B,2005-2010,-0.2,Combinado
   San Marino,0,674,C,2005-2010,2.9,Combinado
   Serbia*,0,688,B,2005-2010,-0.7,Combinado
   Slovenia,0,705,B,2005-2010,3.1,Combinado
   Spain*,0,724,B,2005-2010,8.5,Combinado
   Austria,0,40,B,2005-2010,2.5,Combinado
   Belgium,0,56,B,2005-2010,3.7,Combinado
   France*,12.0,250,B,2005-2010,1.6,Combinado
   Germany,0,276,B,2005-2010,0.9,Combinado
   Liechtenstein,0,438,B,2005-2010,3.3,Combinado
   Luxembourg,0,442,B,2005-2010,1.6,Combinado
   Monaco,0,492,B,2005-2010,-0.2,Combinado
   Netherlands*,13.0,528,B,2005-2010,1.1,Combinado
   Switzerland,0,756,B,2005-2010,2.8,Combinado
   Anguilla*,14.0,660,B R,2005-2010,1.7,Combinado
   Antigua and Barbuda,0,28,B R,2005-2010,1.3,Combinado
   Aruba*,15.0,533,B R,2005-2010,1.1,Combinado
   Bahamas,0,44,B R,2005-2010,3.7,Combinado
   Barbados,0,52,B R,2005-2010,1.4,Combinado
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,2005-2010,7.5,Combinado
   British Virgin Islands*,18.0,92,B R,2005-2010,2.6,Combinado
   Cayman Islands*,19.0,136,C R,2005-2010,3.0,Combinado
   Cuba,0,192,B,2005-2010,-9.2,Combinado
   Curaçao*,20.0,531,B R,2005-2010,0.0,Combinado
   Dominica,0,212,B,2005-2010,10.7,Combinado
   Dominican Republic,0,214,B R,2005-2010,1.0,Combinado
   Grenada,0,308,B,2005-2010,0.2,Combinado
   Guadeloupe*,21.0,312,B,2005-2010,1.3,Combinado
   Haiti,0,332,B R,2005-2010,1.0,Combinado
   Jamaica,0,388,B R,2005-2010,-0.5,Combinado
   Martinique*,22.0,474,B R,2005-2010,0.9,Combinado
   Montserrat*,23.0,500,B,2005-2010,0.7,Combinado
   Puerto Rico*,24.0,630,B,2005-2010,-2.9,Combinado
   Saint Barthélemy*,0,652,0,2005-2010,0.0,Combinado
   Saint Kitts and Nevis,0,659,B R,2005-2010,1.6,Combinado
   Saint Lucia,0,662,B R,2005-2010,-1.7,Combinado
   Saint Martin (French part)*,0,663,0,2005-2010,0.0,Combinado
   Saint Vincent and the Grenadines,0,670,B R,2005-2010,0.6,Combinado
   Sint Maarten (Dutch part)*,25.0,534,B R,2005-2010,13.9,Combinado
   Trinidad and Tobago,0,780,B R,2005-2010,1.5,Combinado
   Turks and Caicos Islands*,26.0,796,B R,2005-2010,5.4,Combinado
   United States Virgin Islands*,27.0,850,B,2005-2010,0.0,Combinado
   Belize,0,84,B R ,2005-2010,2.3,Combinado
   Costa Rica,0,188,B R,2005-2010,2.5,Combinado
   El Salvador,0,222,B R,2005-2010,2.3,Combinado
   Guatemala,0,320,B R,2005-2010,3.0,Combinado
   Honduras,0,340,B R,2005-2010,-0.5,Combinado
   Mexico,0,484,B R,2005-2010,6.2,Combinado
   Nicaragua,0,558,B R,2005-2010,1.3,Combinado
   Panama,0,591,B R,2005-2010,7.3,Combinado
   Argentina,0,32,B R,2005-2010,1.5,Combinado
   Bolivia (Plurinational State of),0,68,B R,2005-2010,2.6,Combinado
   Brazil,0,76,B R,2005-2010,-1.5,Combinado
   Chile,0,152,B,2005-2010,6.1,Combinado
   Colombia,0,170,B,2005-2010,4.0,Combinado
   Ecuador,0,218,B R,2005-2010,13.6,Combinado
   Falkland Islands (Malvinas)*,28.0,238,B,2005-2010,4.2,Combinado
   French Guiana*,29.0,254,B R,2005-2010,2.2,Combinado
   Guyana,0,328,B R,2005-2010,-5.7,Combinado
   Paraguay,0,600,B R,2005-2010,-1.0,Combinado
   Peru,0,604,B R,2005-2010,5.9,Combinado
   Suriname,0,740,C R,2005-2010,3.3,Combinado
   Uruguay,0,858,B R,2005-2010,-1.5,Combinado
   Venezuela (Bolivarian Republic of),0,862,B R,2005-2010,4.5,Combinado
   Bermuda*,30.0,60,B,2005-2010,0.5,Combinado
   Canada,0,124,B,2005-2010,2.1,Combinado
   Greenland*,31.0,304,B,2005-2010,-1.5,Combinado
   Saint Pierre and Miquelon*,32.0,666,B,2005-2010,-2.4,Combinado
   United States of America*,33.0,840,B,2005-2010,2.4,Combinado
   Australia*,0,36,B,2005-2010,3.7,Combinado
   New Zealand*,34.0,554,B,2005-2010,2.4,Combinado
   Fiji,0,242,B R,2005-2010,1.4,Combinado
   New Caledonia*,0,540,B,2005-2010,2.0,Combinado
   Papua New Guinea,0,598,C R,2005-2010,0.3,Combinado
   Solomon Islands,0,90,B R,2005-2010,-3.4,Combinado
