Region,Notes,Location code,Type of data,Year,Tasa de Cambio Anual,Género
   Australia*,0.0,36,B,1990-1995.2,1.20%,Mujeres
   New Zealand*,34.0,554,B,1990-1995.2,2.80%,Mujeres
   Fiji,0.0,242,B R,1990-1995.2,-0.50%,Mujeres
   New Caledonia*,0.0,540,B,1990-1995.2,3.30%,Mujeres
   Papua New Guinea,0.0,598,C R,1990-1995.2,-0.90%,Mujeres
   Solomon Islands,0.0,90,B R,1990-1995.2,-0.30%,Mujeres
   Vanuatu,0.0,548,B R,1990-1995.2,2.30%,Mujeres
   Guam*,35.0,316,B,1990-1995.2,1.70%,Mujeres
   Kiribati,0.0,296,B,1990-1995.2,0.50%,Mujeres
   Marshall Islands,0.0,584,B,1990-1995.2,5.10%,Mujeres
   Micronesia (Fed. States of),0.0,583,B,1990-1995.2,-5.20%,Mujeres
   Nauru,0.0,520,C R,1990-1995.2,-1.60%,Mujeres
   Northern Mariana Islands*,36.0,580,B,1990-1995.2,5.90%,Mujeres
   Palau,0.0,585,B,1990-1995.2,13.20%,Mujeres
   American Samoa*,0.0,16,B,1990-1995.2,1.80%,Mujeres
   Cook Islands*,37.0,184,B R,1990-1995.2,0.80%,Mujeres
   French Polynesia*,38.0,258,B R,1990-1995.2,2.30%,Mujeres
   Niue*,39.0,570,B,1990-1995.2,0.60%,Mujeres
   Samoa,0.0,882,B R,1990-1995.2,6.90%,Mujeres
   Tokelau*,40.0,772,B R,1990-1995.2,7.40%,Mujeres
   Tonga,0.0,776,B R,1990-1995.2,1.80%,Mujeres
   Tuvalu,0.0,798,C,1990-1995.2,-3.60%,Mujeres
   Wallis and Futuna Islands*,41.0,876,B R,1990-1995.2,4.20%,Mujeres
   Burundi,0.0,108,B R,1995-2000.2,-14.10%,Mujeres
   Comoros,0.0,174,B,1995-2000.2,-0.10%,Mujeres
   Djibouti,0.0,262,B R,1995-2000.2,0.10%,Mujeres
   Eritrea,0.0,232,I R,1995-2000.2,0.80%,Mujeres
   Ethiopia,0.0,231,B R,1995-2000.2,-5.60%,Mujeres
   Kenya,0.0,404,B R,1995-2000.2,3.60%,Mujeres
   Madagascar,0.0,450,C R,1995-2000.2,2.00%,Mujeres
   Malawi,0.0,454,B R,1995-2000.2,-0.70%,Mujeres
   Mauritius*,0.0,480,C,1995-2000.2,16.70%,Mujeres
   Mayotte*,1.0,175,B R,1995-2000.2,12.70%,Mujeres
   Mozambique,0.0,508,B R,1995-2000.2,3.70%,Mujeres
   Réunion*,2.0,638,B,1995-2000.2,5.70%,Mujeres
   Rwanda,0.0,646,B R,1995-2000.2,9.60%,Mujeres
   Seychelles,0.0,690,B,1995-2000.2,5.00%,Mujeres
   Somalia,0.0,706,I R,1995-2000.2,0.50%,Mujeres
   South Sudan,0.0,728,B R,1995-2000.2,0.00%,Mujeres
   Uganda,0.0,800,B R,1995-2000.2,-0.40%,Mujeres
   United Republic of Tanzania*,0.0,834,B R,1995-2000.2,-3.60%,Mujeres
   Zambia,0.0,894,B R,1995-2000.2,7.00%,Mujeres
   Zimbabwe,0.0,716,B R,1995-2000.2,-1.00%,Mujeres
   Angola,0.0,24,B R,1995-2000.2,3.50%,Mujeres
   Cameroon,0.0,120,B R,1995-2000.2,-1.40%,Mujeres
   Central African Republic,0.0,140,C R,1995-2000.2,4.30%,Mujeres
   Chad,0.0,148,B R,1995-2000.2,3.20%,Mujeres
   Congo,0.0,178,B R,1995-2000.2,9.30%,Mujeres
   Democratic Republic of the Congo,0.0,180,B R,1995-2000.2,-17.60%,Mujeres
   Equatorial Guinea,0.0,226,C,1995-2000.2,4.50%,Mujeres
   Gabon,0.0,266,C R,1995-2000.2,4.30%,Mujeres
   Sao Tome and Principe,0.0,678,C,1995-2000.2,-2.10%,Mujeres
   Algeria,0.0,12,B R,1995-2000.2,-0.90%,Mujeres
   Egypt,0.0,818,B R,1995-2000.2,2.00%,Mujeres
   Libya,0.0,434,C R,1995-2000.2,-0.90%,Mujeres
   Morocco,0.0,504,C R,1995-2000.2,1.40%,Mujeres
   Sudan,3.0,729,B R,1995-2000.2,-5.50%,Mujeres
   Tunisia,0.0,788,C R,1995-2000.2,-0.80%,Mujeres
   Western Sahara,0.0,732,I,1995-2000.2,1.60%,Mujeres
   Botswana,0.0,72,B R,1995-2000.2,12.50%,Mujeres
   Eswatini,0.0,748,B R,1995-2000.2,-0.40%,Mujeres
   Lesotho,0.0,426,C R,1995-2000.2,-3.50%,Mujeres
   Namibia,0.0,516,B R,1995-2000.2,2.90%,Mujeres
   South Africa,0.0,710,B R,1995-2000.2,0.80%,Mujeres
   Benin,0.0,204,C B R,1995-2000.2,4.70%,Mujeres
   Burkina Faso,0.0,854,B R,1995-2000.2,2.30%,Mujeres
   Cabo Verde,0.0,132,B R,1995-2000.2,1.50%,Mujeres
   Côte d'Ivoire,0.0,384,C B R,1995-2000.2,0.80%,Mujeres
   Gambia,0.0,270,B R,1995-2000.2,4.30%,Mujeres
   Ghana,0.0,288,B R,1995-2000.2,-5.70%,Mujeres
   Guinea,0.0,324,C B R,1995-2000.2,-6.50%,Mujeres
   Guinea-Bissau,0.0,624,B R,1995-2000.2,-6.30%,Mujeres
   Liberia,0.0,430,B R,1995-2000.2,-6.60%,Mujeres
   Mali,0.0,466,B R,1995-2000.2,1.40%,Mujeres
   Mauritania,0.0,478,C R,1995-2000.2,-9.70%,Mujeres
   Niger,0.0,562,B R,1995-2000.2,-3.50%,Mujeres
   Nigeria,0.0,566,C R,1995-2000.2,1.20%,Mujeres
   Saint Helena*,4.0,654,C,1995-2000.2,0.00%,Mujeres
   Senegal,0.0,686,B R,1995-2000.2,-4.80%,Mujeres
   Sierra Leone,0.0,694,B R,1995-2000.2,0.60%,Mujeres
   Togo,0.0,768,C R,1995-2000.2,6.10%,Mujeres
   Kazakhstan,0.0,398,B R,1995-2000.2,-2.50%,Mujeres
   Kyrgyzstan,0.0,417,B R,1995-2000.2,-5.70%,Mujeres
   Tajikistan,0.0,762,B R,1995-2000.2,-3.10%,Mujeres
   Turkmenistan,0.0,795,B R,1995-2000.2,-3.90%,Mujeres
   Uzbekistan,0.0,860,B R,1995-2000.2,-1.30%,Mujeres
   China*,0.0,156,C,1995-2000.2,2.90%,Mujeres
"   China, Hong Kong SAR*",0.0,344,B R,1995-2000.2,2.60%,Mujeres
"   China, Macao SAR*",0.0,446,B,1995-2000.2,1.60%,Mujeres
   Dem. People's Republic of Korea,0.0,408,I,1995-2000.2,1.00%,Mujeres
   Japan,0.0,392,C,1995-2000.2,5.30%,Mujeres
   Mongolia,0.0,496,C R,1995-2000.2,1.00%,Mujeres
   Republic of Korea,0.0,410,C R,1995-2000.2,12.90%,Mujeres
   Brunei Darussalam,0.0,96,B,1995-2000.2,2.80%,Mujeres
   Cambodia,0.0,116,B R,1995-2000.2,9.30%,Mujeres
   Indonesia,0.0,360,B R,1995-2000.2,-6.00%,Mujeres
   Lao People's Democratic Republic,0.0,418,C R,1995-2000.2,-1.70%,Mujeres
   Malaysia*,0.0,458,C R,1995-2000.2,9.30%,Mujeres
   Myanmar,0.0,104,C,1995-2000.2,-2.60%,Mujeres
   Philippines,0.0,608,C R,1995-2000.2,9.00%,Mujeres
   Singapore,0.0,702,B,1995-2000.2,6.80%,Mujeres
   Thailand,0.0,764,B R,1995-2000.2,9.30%,Mujeres
   Timor-Leste,0.0,626,B R,1995-2000.2,2.00%,Mujeres
   Viet Nam,0.0,704,C R,1995-2000.2,0.70%,Mujeres
   Afghanistan,0.0,4,B R,1995-2000.2,0.40%,Mujeres
   Bangladesh,0.0,50,B R,1995-2000.2,1.10%,Mujeres
   Bhutan,0.0,64,B,1995-2000.2,2.80%,Mujeres
   India,0.0,356,B R,1995-2000.2,-1.50%,Mujeres
   Iran (Islamic Republic of),0.0,364,C R,1995-2000.2,-3.50%,Mujeres
   Maldives,0.0,462,C,1995-2000.2,5.50%,Mujeres
   Nepal,0.0,524,B R,1995-2000.2,0.10%,Mujeres
   Pakistan,0.0,586,B R,1995-2000.2,2.30%,Mujeres
   Sri Lanka,0.0,144,B R,1995-2000.2,0.00%,Mujeres
   Armenia,0.0,51,B R,1995-2000.2,-1.10%,Mujeres
   Azerbaijan*,0.0,31,B R,1995-2000.2,-0.90%,Mujeres
   Bahrain,0.0,48,C R,1995-2000.2,3.60%,Mujeres
   Cyprus*,0.0,196,B,1995-2000.2,5.60%,Mujeres
   Georgia*,0.0,268,B R,1995-2000.2,-13.90%,Mujeres
   Iraq,0.0,368,C R,1995-2000.2,1.20%,Mujeres
   Israel,0.0,376,B R,1995-2000.2,0.70%,Mujeres
   Jordan,0.0,400,C R,1995-2000.2,4.60%,Mujeres
   Kuwait,0.0,414,C R,1995-2000.2,2.00%,Mujeres
   Lebanon,0.0,422,B R,1995-2000.2,2.60%,Mujeres
   Oman,0.0,512,C R,1995-2000.2,2.00%,Mujeres
   Qatar,0.0,634,C,1995-2000.2,-1.40%,Mujeres
   Saudi Arabia,0.0,682,C R,1995-2000.2,0.50%,Mujeres
   State of Palestine*,5.0,275,B,1995-2000.2,-0.40%,Mujeres
   Syrian Arab Republic,0.0,760,C R,1995-2000.2,0.00%,Mujeres
   Turkey,0.0,792,B R,1995-2000.2,1.30%,Mujeres
   United Arab Emirates,0.0,784,C R,1995-2000.2,5.90%,Mujeres
   Yemen,0.0,887,C R,1995-2000.2,1.90%,Mujeres
   Belarus,0.0,112,B,1995-2000.2,-1.10%,Mujeres
   Bulgaria,0.0,100,B,1995-2000.2,5.80%,Mujeres
   Czechia,0.0,203,C,1995-2000.2,5.50%,Mujeres
   Hungary,0.0,348,B,1995-2000.2,-2.00%,Mujeres
   Poland,0.0,616,B,1995-2000.2,-2.80%,Mujeres
   Republic of Moldova*,0.0,498,B,1995-2000.2,-7.40%,Mujeres
   Romania,0.0,642,B,1995-2000.2,-1.00%,Mujeres
   Russian Federation,0.0,643,B,1995-2000.2,-0.30%,Mujeres
   Slovakia,0.0,703,B,1995-2000.2,10.40%,Mujeres
   Ukraine*,0.0,804,B,1995-2000.2,-2.20%,Mujeres
   Channel Islands*,6.0,830,B,1995-2000.2,1.20%,Mujeres
   Denmark*,7.0,208,B,1995-2000.2,4.10%,Mujeres
   Estonia,0.0,233,B,1995-2000.2,-3.80%,Mujeres
   Faroe Islands*,8.0,234,B,1995-2000.2,4.70%,Mujeres
   Finland*,0.0,246,B,1995-2000.2,6.30%,Mujeres
   Iceland,0.0,352,B,1995-2000.2,4.30%,Mujeres
   Ireland,0.0,372,B,1995-2000.2,8.00%,Mujeres
   Isle of Man*,9.0,833,B,1995-2000.2,0.90%,Mujeres
   Latvia,0.0,428,B,1995-2000.2,-3.70%,Mujeres
   Lithuania,0.0,440,B,1995-2000.2,-4.80%,Mujeres
   Norway*,0.0,578,B,1995-2000.2,4.80%,Mujeres
   Sweden,0.0,752,B,1995-2000.2,1.50%,Mujeres
   United Kingdom*,10.0,826,B,1995-2000.2,2.80%,Mujeres
   Albania,0.0,8,B,1995-2000.2,1.30%,Mujeres
   Andorra,0.0,20,C,1995-2000.2,-0.60%,Mujeres
   Bosnia and Herzegovina,0.0,70,I R,1995-2000.2,3.50%,Mujeres
   Croatia,0.0,191,B,1995-2000.2,-2.90%,Mujeres
   Gibraltar*,11.0,292,B,1995-2000.2,0.00%,Mujeres
   Greece,0.0,300,B,1995-2000.2,5.80%,Mujeres
   Holy See*,0.0,336,I,1995-2000.2,0.60%,Mujeres
   Italy,0.0,380,B,1995-2000.2,3.40%,Mujeres
   Malta,0.0,470,B,1995-2000.2,3.60%,Mujeres
   Montenegro,0.0,499,B,1995-2000.2,0.00%,Mujeres
   North Macedonia,0.0,807,B,1995-2000.2,2.80%,Mujeres
   Portugal,0.0,620,B,1995-2000.2,3.80%,Mujeres
   San Marino,0.0,674,C,1995-2000.2,1.70%,Mujeres
   Serbia*,0.0,688,B,1995-2000.2,2.30%,Mujeres
   Slovenia,0.0,705,B,1995-2000.2,3.40%,Mujeres
   Spain*,0.0,724,B,1995-2000.2,9.10%,Mujeres
   Austria,0.0,40,B,1995-2000.2,1.90%,Mujeres
   Belgium,0.0,56,B,1995-2000.2,-0.10%,Mujeres
   France*,12.0,250,B,1995-2000.2,0.90%,Mujeres
   Germany,0.0,276,B,1995-2000.2,4.60%,Mujeres
   Liechtenstein,0.0,438,B,1995-2000.2,3.70%,Mujeres
   Luxembourg,0.0,442,B,1995-2000.2,2.00%,Mujeres
   Monaco,0.0,492,B,1995-2000.2,0.40%,Mujeres
   Netherlands*,13.0,528,B,1995-2000.2,3.10%,Mujeres
   Switzerland,0.0,756,B,1995-2000.2,0.50%,Mujeres
   Anguilla*,14.0,660,B R,1995-2000.2,4.30%,Mujeres
   Antigua and Barbuda,0.0,28,B R,1995-2000.2,5.90%,Mujeres
   Aruba*,15.0,533,B R,1995-2000.2,6.00%,Mujeres
   Bahamas,0.0,44,B R,1995-2000.2,2.50%,Mujeres
   Barbados,0.0,52,B R,1995-2000.2,1.30%,Mujeres
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,1995-2000.2,0.00%,Mujeres
   British Virgin Islands*,18.0,92,B R,1995-2000.2,5.40%,Mujeres
   Cayman Islands*,19.0,136,C R,1995-2000.2,8.10%,Mujeres
   Cuba,0.0,192,B,1995-2000.2,-5.50%,Mujeres
   Curaçao*,20.0,531,B R,1995-2000.2,0.00%,Mujeres
   Dominica,0.0,212,B,1995-2000.2,3.30%,Mujeres
   Dominican Republic,0.0,214,B R,1995-2000.2,2.30%,Mujeres
   Grenada,0.0,308,B,1995-2000.2,4.10%,Mujeres
   Guadeloupe*,21.0,312,B,1995-2000.2,2.50%,Mujeres
   Haiti,0.0,332,B R,1995-2000.2,-1.00%,Mujeres
   Jamaica,0.0,388,B R,1995-2000.2,1.60%,Mujeres
   Martinique*,22.0,474,B R,1995-2000.2,3.50%,Mujeres
   Montserrat*,23.0,500,B,1995-2000.2,-5.80%,Mujeres
   Puerto Rico*,24.0,630,B,1995-2000.2,1.00%,Mujeres
   Saint Kitts and Nevis,0.0,659,B R,1995-2000.2,6.20%,Mujeres
   Saint Lucia,0.0,662,B R,1995-2000.2,6.30%,Mujeres
   Saint Vincent and the Grenadines,0.0,670,B R,1995-2000.2,0.80%,Mujeres
   Sint Maarten (Dutch part)*,25.0,534,B R,1995-2000.2,0.00%,Mujeres
   Trinidad and Tobago,0.0,780,B R,1995-2000.2,-1.90%,Mujeres
   Turks and Caicos Islands*,26.0,796,B R,1995-2000.2,5.00%,Mujeres
   United States Virgin Islands*,27.0,850,B,1995-2000.2,1.00%,Mujeres
   Belize,0.0,84,B R ,1995-2000.2,2.30%,Mujeres
   Costa Rica,0.0,188,B R,1995-2000.2,-3.10%,Mujeres
   El Salvador,0.0,222,B R,1995-2000.2,-4.40%,Mujeres
   Guatemala,0.0,320,B R,1995-2000.2,-24.00%,Mujeres
   Honduras,0.0,340,B R,1995-2000.2,-33.30%,Mujeres
   Mexico,0.0,484,B R,1995-2000.2,3.10%,Mujeres
   Nicaragua,0.0,558,B R,1995-2000.2,2.40%,Mujeres
   Panama,0.0,591,B R,1995-2000.2,3.70%,Mujeres
   Argentina,0.0,32,B R,1995-2000.2,-0.50%,Mujeres
   Bolivia (Plurinational State of),0.0,68,B R,1995-2000.2,2.00%,Mujeres
   Brazil,0.0,76,B R,1995-2000.2,-1.60%,Mujeres
   Chile,0.0,152,B,1995-2000.2,4.80%,Mujeres
   Colombia,0.0,170,B,1995-2000.2,0.40%,Mujeres
   Ecuador,0.0,218,B R,1995-2000.2,5.20%,Mujeres
   Falkland Islands (Malvinas)*,28.0,238,B,1995-2000.2,3.70%,Mujeres
   French Guiana*,29.0,254,B R,1995-2000.2,2.50%,Mujeres
   Guyana,0.0,328,B R,1995-2000.2,6.10%,Mujeres
   Paraguay,0.0,600,B R,1995-2000.2,-1.00%,Mujeres
   Peru,0.0,604,B R,1995-2000.2,3.10%,Mujeres
   Suriname,0.0,740,C R,1995-2000.2,4.10%,Mujeres
   Uruguay,0.0,858,B R,1995-2000.2,-0.90%,Mujeres
   Venezuela (Bolivarian Republic of),0.0,862,B R,1995-2000.2,-0.10%,Mujeres
   Bermuda*,30.0,60,B,1995-2000.2,1.20%,Mujeres
   Canada,0.0,124,B,1995-2000.2,2.60%,Mujeres
   Greenland*,31.0,304,B,1995-2000.2,-2.50%,Mujeres
   Saint Pierre and Miquelon*,32.0,666,B,1995-2000.2,1.90%,Mujeres
   United States of America*,33.0,840,B,1995-2000.2,3.90%,Mujeres
   Australia*,0.0,36,B,1995-2000.2,1.30%,Mujeres
   New Zealand*,34.0,554,B,1995-2000.2,3.10%,Mujeres
   Fiji,0.0,242,B R,1995-2000.2,-0.50%,Mujeres
   New Caledonia*,0.0,540,B,1995-2000.2,2.80%,Mujeres
   Papua New Guinea,0.0,598,C R,1995-2000.2,-5.40%,Mujeres
   Solomon Islands,0.0,90,B R,1995-2000.2,-1.00%,Mujeres
   Vanuatu,0.0,548,B R,1995-2000.2,2.30%,Mujeres
   Guam*,35.0,316,B,1995-2000.2,1.60%,Mujeres
   Kiribati,0.0,296,B,1995-2000.2,0.20%,Mujeres
   Marshall Islands,0.0,584,B,1995-2000.2,5.10%,Mujeres
   Micronesia (Fed. States of),0.0,583,B,1995-2000.2,2.60%,Mujeres
   Nauru,0.0,520,C R,1995-2000.2,-1.70%,Mujeres
   Northern Mariana Islands*,36.0,580,B,1995-2000.2,6.40%,Mujeres
   Palau,0.0,585,B,1995-2000.2,4.30%,Mujeres
   American Samoa*,0.0,16,B,1995-2000.2,1.70%,Mujeres
   Cook Islands*,37.0,184,B R,1995-2000.2,0.70%,Mujeres
   French Polynesia*,38.0,258,B R,1995-2000.2,1.70%,Mujeres
   Niue*,39.0,570,B,1995-2000.2,0.60%,Mujeres
   Samoa,0.0,882,B R,1995-2000.2,5.10%,Mujeres
   Tokelau*,40.0,772,B R,1995-2000.2,7.50%,Mujeres
   Tonga,0.0,776,B R,1995-2000.2,1.80%,Mujeres
   Tuvalu,0.0,798,C,1995-2000.2,-3.40%,Mujeres
   Wallis and Futuna Islands*,41.0,876,B R,1995-2000.2,3.60%,Mujeres
   Burundi,0.0,108,B R,2000-2005.2,8.40%,Mujeres
   Comoros,0.0,174,B,2000-2005.2,-1.00%,Mujeres
   Djibouti,0.0,262,B R,2000-2005.2,-3.10%,Mujeres
   Eritrea,0.0,232,I R,2000-2005.2,3.60%,Mujeres
   Ethiopia,0.0,231,B R,2000-2005.2,-3.30%,Mujeres
   Kenya,0.0,404,B R,2000-2005.2,1.00%,Mujeres
   Madagascar,0.0,450,C R,2000-2005.2,1.90%,Mujeres
   Malawi,0.0,454,B R,2000-2005.2,-0.90%,Mujeres
   Mauritius*,0.0,480,C,2000-2005.2,1.70%,Mujeres
   Mayotte*,1.0,175,B R,2000-2005.2,7.40%,Mujeres
   Mozambique,0.0,508,B R,2000-2005.2,8.10%,Mujeres
   Réunion*,2.0,638,B,2000-2005.2,2.90%,Mujeres
   Rwanda,0.0,646,B R,2000-2005.2,4.10%,Mujeres
   Seychelles,0.0,690,B,2000-2005.2,3.00%,Mujeres
   Somalia,0.0,706,I R,2000-2005.2,0.40%,Mujeres
   South Sudan,0.0,728,B R,2000-2005.2,0.00%,Mujeres
   Uganda,0.0,800,B R,2000-2005.2,0.50%,Mujeres
   United Republic of Tanzania*,0.0,834,B R,2000-2005.2,-10.00%,Mujeres
   Zambia,0.0,894,B R,2000-2005.2,-6.10%,Mujeres
   Zimbabwe,0.0,716,B R,2000-2005.2,-0.40%,Mujeres
   Angola,0.0,24,B R,2000-2005.2,6.60%,Mujeres
   Cameroon,0.0,120,B R,2000-2005.2,2.90%,Mujeres
   Central African Republic,0.0,140,C R,2000-2005.2,-5.00%,Mujeres
   Chad,0.0,148,B R,2000-2005.2,27.60%,Mujeres
   Congo,0.0,178,B R,2000-2005.2,-1.00%,Mujeres
   Democratic Republic of the Congo,0.0,180,B R,2000-2005.2,-3.40%,Mujeres
   Equatorial Guinea,0.0,226,C,2000-2005.2,7.10%,Mujeres
   Gabon,0.0,266,C R,2000-2005.2,1.50%,Mujeres
   Sao Tome and Principe,0.0,678,C,2000-2005.2,-4.70%,Mujeres
   Algeria,0.0,12,B R,2000-2005.2,-4.70%,Mujeres
   Egypt,0.0,818,B R,2000-2005.2,6.50%,Mujeres
   Libya,0.0,434,C R,2000-2005.2,-2.00%,Mujeres
   Morocco,0.0,504,C R,2000-2005.2,1.40%,Mujeres
   Sudan,3.0,729,B R,2000-2005.2,-8.00%,Mujeres
   Tunisia,0.0,788,C R,2000-2005.2,-1.10%,Mujeres
   Western Sahara,0.0,732,I,2000-2005.2,2.80%,Mujeres
   Botswana,0.0,72,B R,2000-2005.2,2.70%,Mujeres
   Eswatini,0.0,748,B R,2000-2005.2,-0.20%,Mujeres
   Lesotho,0.0,426,C R,2000-2005.2,0.40%,Mujeres
   Namibia,0.0,516,B R,2000-2005.2,-4.50%,Mujeres
   South Africa,0.0,710,B R,2000-2005.2,6.60%,Mujeres
   Benin,0.0,204,C B R,2000-2005.2,14.00%,Mujeres
   Burkina Faso,0.0,854,B R,2000-2005.2,2.90%,Mujeres
   Cabo Verde,0.0,132,B R,2000-2005.2,3.20%,Mujeres
   Côte d'Ivoire,0.0,384,C B R,2000-2005.2,0.90%,Mujeres
   Gambia,0.0,270,B R,2000-2005.2,0.10%,Mujeres
   Ghana,0.0,288,B R,2000-2005.2,9.30%,Mujeres
   Guinea,0.0,324,C B R,2000-2005.2,-17.00%,Mujeres
   Guinea-Bissau,0.0,624,B R,2000-2005.2,0.40%,Mujeres
   Liberia,0.0,430,B R,2000-2005.2,-13.20%,Mujeres
   Mali,0.0,466,B R,2000-2005.2,6.20%,Mujeres
   Mauritania,0.0,478,C R,2000-2005.2,-0.50%,Mujeres
   Niger,0.0,562,B R,2000-2005.2,0.40%,Mujeres
   Nigeria,0.0,566,C R,2000-2005.2,12.40%,Mujeres
   Saint Helena*,4.0,654,C,2000-2005.2,10.10%,Mujeres
   Senegal,0.0,686,B R,2000-2005.2,0.50%,Mujeres
   Sierra Leone,0.0,694,B R,2000-2005.2,9.20%,Mujeres
   Togo,0.0,768,C R,2000-2005.2,7.70%,Mujeres
   Kazakhstan,0.0,398,B R,2000-2005.2,1.00%,Mujeres
   Kyrgyzstan,0.0,417,B R,2000-2005.2,-4.50%,Mujeres
   Tajikistan,0.0,762,B R,2000-2005.2,-1.10%,Mujeres
   Turkmenistan,0.0,795,B R,2000-2005.2,-0.80%,Mujeres
   Uzbekistan,0.0,860,B R,2000-2005.2,-1.60%,Mujeres
   China*,0.0,156,C,2000-2005.2,3.30%,Mujeres
"   China, Hong Kong SAR*",0.0,344,B R,2000-2005.2,1.20%,Mujeres
"   China, Macao SAR*",0.0,446,B,2000-2005.2,2.50%,Mujeres
   Dem. People's Republic of Korea,0.0,408,I,2000-2005.2,2.00%,Mujeres
   Japan,0.0,392,C,2000-2005.2,3.90%,Mujeres
   Mongolia,0.0,496,C R,2000-2005.2,1.40%,Mujeres
   Republic of Korea,0.0,410,C R,2000-2005.2,13.80%,Mujeres
   Brunei Darussalam,0.0,96,B,2000-2005.2,0.30%,Mujeres
   Cambodia,0.0,116,B R,2000-2005.2,-5.50%,Mujeres
   Indonesia,0.0,360,B R,2000-2005.2,-2.30%,Mujeres
   Lao People's Democratic Republic,0.0,418,C R,2000-2005.2,-1.90%,Mujeres
   Malaysia*,0.0,458,C R,2000-2005.2,4.10%,Mujeres
   Myanmar,0.0,104,C,2000-2005.2,-3.50%,Mujeres
   Philippines,0.0,608,C R,2000-2005.2,-4.50%,Mujeres
   Singapore,0.0,702,B,2000-2005.2,4.80%,Mujeres
   Thailand,0.0,764,B R,2000-2005.2,11.70%,Mujeres
   Timor-Leste,0.0,626,B R,2000-2005.2,0.70%,Mujeres
   Viet Nam,0.0,704,C R,2000-2005.2,-2.90%,Mujeres
   Afghanistan,0.0,4,B R,2000-2005.2,2.80%,Mujeres
   Bangladesh,0.0,50,B R,2000-2005.2,1.40%,Mujeres
   Bhutan,0.0,64,B,2000-2005.2,4.80%,Mujeres
   India,0.0,356,B R,2000-2005.2,-0.70%,Mujeres
   Iran (Islamic Republic of),0.0,364,C R,2000-2005.2,0.70%,Mujeres
   Maldives,0.0,462,C,2000-2005.2,7.80%,Mujeres
   Nepal,0.0,524,B R,2000-2005.2,-1.30%,Mujeres
   Pakistan,0.0,586,B R,2000-2005.2,-5.50%,Mujeres
   Sri Lanka,0.0,144,B R,2000-2005.2,0.10%,Mujeres
   Armenia,0.0,51,B R,2000-2005.2,-6.70%,Mujeres
   Azerbaijan*,0.0,31,B R,2000-2005.2,-2.20%,Mujeres
   Bahrain,0.0,48,C R,2000-2005.2,8.90%,Mujeres
   Cyprus*,0.0,196,B,2000-2005.2,8.50%,Mujeres
   Georgia*,0.0,268,B R,2000-2005.2,-1.30%,Mujeres
   Iraq,0.0,368,C R,2000-2005.2,-10.60%,Mujeres
   Israel,0.0,376,B R,2000-2005.2,0.50%,Mujeres
   Jordan,0.0,400,C R,2000-2005.2,2.70%,Mujeres
   Kuwait,0.0,414,C R,2000-2005.2,2.50%,Mujeres
   Lebanon,0.0,422,B R,2000-2005.2,1.10%,Mujeres
   Oman,0.0,512,C R,2000-2005.2,0.50%,Mujeres
   Qatar,0.0,634,C,2000-2005.2,10.90%,Mujeres
   Saudi Arabia,0.0,682,C R,2000-2005.2,3.00%,Mujeres
   State of Palestine*,5.0,275,B,2000-2005.2,-0.10%,Mujeres
   Syrian Arab Republic,0.0,760,C R,2000-2005.2,1.10%,Mujeres
   Turkey,0.0,792,B R,2000-2005.2,1.10%,Mujeres
   United Arab Emirates,0.0,784,C R,2000-2005.2,5.20%,Mujeres
   Yemen,0.0,887,C R,2000-2005.2,2.50%,Mujeres
   Belarus,0.0,112,B,2000-2005.2,-0.30%,Mujeres
   Bulgaria,0.0,100,B,2000-2005.2,6.30%,Mujeres
   Czechia,0.0,203,C,2000-2005.2,6.50%,Mujeres
   Hungary,0.0,348,B,2000-2005.2,3.90%,Mujeres
   Poland,0.0,616,B,2000-2005.2,-2.70%,Mujeres
   Republic of Moldova*,0.0,498,B,2000-2005.2,-7.00%,Mujeres
   Romania,0.0,642,B,2000-2005.2,1.10%,Mujeres
   Russian Federation,0.0,643,B,2000-2005.2,-0.20%,Mujeres
   Slovakia,0.0,703,B,2000-2005.2,1.90%,Mujeres
   Ukraine*,0.0,804,B,2000-2005.2,-1.80%,Mujeres
   Channel Islands*,6.0,830,B,2000-2005.2,1.80%,Mujeres
   Denmark*,7.0,208,B,2000-2005.2,3.50%,Mujeres
   Estonia,0.0,233,B,2000-2005.2,-1.30%,Mujeres
   Faroe Islands*,8.0,234,B,2000-2005.2,4.90%,Mujeres
   Finland*,0.0,246,B,2000-2005.2,6.60%,Mujeres
   Iceland,0.0,352,B,2000-2005.2,8.20%,Mujeres
   Ireland,0.0,372,B,2000-2005.2,9.00%,Mujeres
   Isle of Man*,9.0,833,B,2000-2005.2,0.90%,Mujeres
   Latvia,0.0,428,B,2000-2005.2,-2.60%,Mujeres
   Lithuania,0.0,440,B,2000-2005.2,-1.20%,Mujeres
   Norway*,0.0,578,B,2000-2005.2,4.50%,Mujeres
   Sweden,0.0,752,B,2000-2005.2,2.30%,Mujeres
   United Kingdom*,10.0,826,B,2000-2005.2,4.30%,Mujeres
   Albania,0.0,8,B,2000-2005.2,-5.00%,Mujeres
   Andorra,0.0,20,C,2000-2005.2,3.50%,Mujeres
   Bosnia and Herzegovina,0.0,70,I R,2000-2005.2,-11.10%,Mujeres
   Croatia,0.0,191,B,2000-2005.2,-0.20%,Mujeres
   Gibraltar*,11.0,292,B,2000-2005.2,2.30%,Mujeres
